






Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Counter,AbsTime
7.21809,2,259,196610,8,eb,0c,81,07,20,0e,fb,0c,8475,2024-11-16 12:24:21
7.21902,2,1554,196610,8,48,e2,10,03,30,08,9a,8c,8476,2024-11-16 12:24:21
7.21915,2,1555,196610,8,00,00,80,84,fb,04,85,ff,8477,2024-11-16 12:24:21
7.22209,2,259,196610,8,eb,0c,81,07,20,0e,fc,0c,8478,2024-11-16 12:24:21
7.22327,1,1312,2,8,03,00,00,00,00,00,00,00,8479,2024-11-16 12:24:21
7.22447,1,385,2,4,30,00,00,01,,,,,8480,2024-11-16 12:24:21
7.22547,1,385,2,4,27,00,00,02,,,,,8481,2024-11-16 12:24:21
7.22609,2,259,196610,8,eb,0c,80,07,1f,0e,fb,0c,8482,2024-11-16 12:24:21
7.22622,2,101,196610,8,00,00,00,00,00,00,00,00,8483,2024-11-16 12:24:21
7.22676,2,6,196610,8,00,00,00,00,00,00,00,00,8484,2024-11-16 12:24:21
7.22677,1,513,2,3,90,00,00,,,,,,8485,2024-11-16 12:24:21
7.22688,2,100,196610,8,02,00,00,00,00,00,00,00,8486,2024-11-16 12:24:21
7.22692,1,513,2,3,c4,4f,39,,,,,,8487,2024-11-16 12:24:21
7.22708,1,513,2,3,c5,ff,3f,,,,,,8488,2024-11-16 12:24:21
7.22813,2,1552,196610,8,ed,05,00,1d,d5,00,11,e4,8489,2024-11-16 12:24:21
7.22827,2,1553,196610,8,39,14,0a,99,eb,01,b0,6e,8490,2024-11-16 12:24:21
7.23003,2,1554,196610,8,c7,e4,10,f4,30,08,42,8f,8491,2024-11-16 12:24:21
7.23015,2,259,196610,8,eb,0c,7f,07,1f,0e,fb,0c,8492,2024-11-16 12:24:21
7.23409,2,259,196610,8,eb,0c,7f,07,20,0e,fc,0c,8493,2024-11-16 12:24:21
7.23450,1,385,2,4,30,00,00,01,,,,,8494,2024-11-16 12:24:21
7.23550,1,385,2,4,27,fe,ff,02,,,,,8495,2024-11-16 12:24:21
7.23609,2,101,196610,8,00,00,00,00,00,00,00,00,8496,2024-11-16 12:24:21
7.23775,2,6,196610,8,00,00,00,00,00,00,00,00,8497,2024-11-16 12:24:21
7.23776,1,513,2,3,90,00,00,,,,,,8498,2024-11-16 12:24:21
7.23787,2,100,196610,8,02,00,00,00,00,00,00,00,8499,2024-11-16 12:24:21
7.23791,1,513,2,3,c4,4f,39,,,,,,8500,2024-11-16 12:24:21
7.23807,1,513,2,3,c5,ff,3f,,,,,,8501,2024-11-16 12:24:21
7.23809,2,259,196610,8,eb,0c,7f,07,20,0e,fb,0c,8502,2024-11-16 12:24:21
7.23913,2,1552,196610,8,0e,04,00,11,d1,00,e8,e7,8503,2024-11-16 12:24:21
7.23927,2,1553,196610,8,28,13,0a,ff,e9,01,31,71,8504,2024-11-16 12:24:21
7.24105,2,1554,196610,8,48,e2,10,ae,2f,08,d5,8e,8505,2024-11-16 12:24:21
7.24119,2,1555,196610,8,00,00,80,6f,fb,04,bf,00,8506,2024-11-16 12:24:21
7.24209,2,259,196610,8,ea,0c,80,07,1e,0e,fc,0c,8507,2024-11-16 12:24:21
7.24444,1,385,2,4,30,00,00,01,,,,,8508,2024-11-16 12:24:21
7.24544,1,385,2,4,27,00,00,02,,,,,8509,2024-11-16 12:24:21
7.24609,2,259,196610,8,eb,0c,80,07,1f,0e,fc,0c,8510,2024-11-16 12:24:21
7.24622,2,101,196610,8,00,00,00,00,00,00,00,00,8511,2024-11-16 12:24:21
7.24874,2,6,196610,8,00,00,00,00,00,00,00,00,8512,2024-11-16 12:24:21
7.24876,1,513,2,3,90,00,00,,,,,,8513,2024-11-16 12:24:21
7.24886,2,100,196610,8,02,00,00,00,00,00,00,00,8514,2024-11-16 12:24:21
7.24891,1,513,2,3,c4,4f,39,,,,,,8515,2024-11-16 12:24:21
7.24906,1,513,2,3,c5,ff,3f,,,,,,8516,2024-11-16 12:24:21
7.25009,2,259,196610,8,eb,0c,80,07,1e,0e,fd,0c,8517,2024-11-16 12:24:21
7.25023,2,1552,196610,8,35,07,00,c2,d1,00,67,e8,8518,2024-11-16 12:24:21
7.25036,2,1553,196610,8,d8,13,0a,ec,e8,01,23,70,8519,2024-11-16 12:24:21
7.25207,2,1554,196610,8,d1,e1,10,10,32,08,ed,8c,8520,2024-11-16 12:24:21
7.25220,2,1555,196610,8,00,00,80,b8,00,05,37,03,8521,2024-11-16 12:24:21
7.25409,2,259,196610,8,eb,0c,80,07,20,0e,fa,0c,8522,2024-11-16 12:24:21
7.25447,1,385,2,4,30,00,00,01,,,,,8523,2024-11-16 12:24:21
7.25547,1,385,2,4,27,00,00,02,,,,,8524,2024-11-16 12:24:21
7.25609,2,101,196610,8,00,00,00,00,00,00,00,00,8525,2024-11-16 12:24:21
7.25809,2,259,196610,8,eb,0c,80,07,1f,0e,fb,0c,8526,2024-11-16 12:24:21
7.25974,2,6,196610,8,00,00,00,00,00,00,00,00,8527,2024-11-16 12:24:21
7.25976,1,513,2,3,90,00,00,,,,,,8528,2024-11-16 12:24:21
7.25986,2,100,196610,8,02,00,00,00,00,00,00,00,8529,2024-11-16 12:24:21
7.25990,1,513,2,3,c4,4f,39,,,,,,8530,2024-11-16 12:24:21
7.26006,1,513,2,3,c5,ff,3f,,,,,,8531,2024-11-16 12:24:21
7.26113,2,1552,196610,8,d0,06,00,30,d6,00,36,e8,8532,2024-11-16 12:24:21
7.26127,2,1553,196610,8,ed,0f,0a,2b,e9,01,c6,6d,8533,2024-11-16 12:24:21
7.26209,2,259,196610,8,eb,0c,7f,07,20,0e,fc,0c,8534,2024-11-16 12:24:21
7.26308,2,1554,196610,8,73,e3,10,bf,34,08,8d,8c,8535,2024-11-16 12:24:21
7.26322,2,1555,196610,8,00,00,80,15,fd,04,ed,03,8536,2024-11-16 12:24:21
7.26441,1,385,2,4,30,00,00,01,,,,,8537,2024-11-16 12:24:21
7.26541,1,385,2,4,27,fd,ff,02,,,,,8538,2024-11-16 12:24:21
7.26609,2,259,196610,8,eb,0c,7f,07,20,0e,fb,0c,8539,2024-11-16 12:24:21
7.26622,2,101,196610,8,00,00,00,00,00,00,00,00,8540,2024-11-16 12:24:21
7.27009,2,259,196610,8,eb,0c,81,07,1f,0e,fc,0c,8541,2024-11-16 12:24:21
7.27074,2,6,196610,8,00,00,00,00,00,00,00,00,8542,2024-11-16 12:24:21
7.27075,1,513,2,3,90,00,00,,,,,,8543,2024-11-16 12:24:21
7.27086,2,100,196610,8,02,00,00,00,00,00,00,00,8544,2024-11-16 12:24:21
7.27090,1,513,2,3,c4,4f,39,,,,,,8545,2024-11-16 12:24:21
7.27105,1,513,2,3,c5,ff,3f,,,,,,8546,2024-11-16 12:24:21
7.27213,2,1552,196610,8,b7,03,00,43,d5,00,d9,ee,8547,2024-11-16 12:24:21
7.27226,2,1553,196610,8,a2,12,0a,85,eb,01,bc,6b,8548,2024-11-16 12:24:21
7.27409,2,1554,196610,8,d1,e1,10,69,2c,08,9a,8c,8549,2024-11-16 12:24:21
7.27421,2,259,196610,8,eb,0c,80,07,1f,0e,fb,0c,8550,2024-11-16 12:24:21
7.27444,1,385,2,4,30,00,00,01,,,,,8551,2024-11-16 12:24:21
7.27544,1,385,2,4,27,01,00,02,,,,,8552,2024-11-16 12:24:21
7.27609,2,101,196610,8,00,00,00,00,00,00,00,00,8553,2024-11-16 12:24:21
7.27809,2,259,196610,8,eb,0c,81,07,1f,0e,fc,0c,8554,2024-11-16 12:24:21
7.28173,2,6,196610,8,00,00,00,00,00,00,00,00,8555,2024-11-16 12:24:21
7.28174,1,513,2,3,90,00,00,,,,,,8556,2024-11-16 12:24:21
7.28185,2,100,196610,8,02,00,00,00,00,00,00,00,8557,2024-11-16 12:24:21
7.28189,1,513,2,3,c4,4f,39,,,,,,8558,2024-11-16 12:24:21
7.28204,1,513,2,3,c5,ff,3f,,,,,,8559,2024-11-16 12:24:21
7.28209,2,259,196610,8,eb,0c,7f,07,20,0e,fb,0c,8560,2024-11-16 12:24:21
7.28313,2,1552,196610,8,1a,03,00,f9,d0,00,20,ed,8561,2024-11-16 12:24:21
7.28327,2,1553,196610,8,70,12,0a,ef,e9,01,e3,70,8562,2024-11-16 12:24:21
7.28438,1,385,2,4,30,00,00,01,,,,,8563,2024-11-16 12:24:21
7.28511,2,1554,196610,8,f3,e2,10,57,30,08,65,8f,8564,2024-11-16 12:24:21
7.28525,2,1555,196610,8,00,00,80,d4,01,05,85,ff,8565,2024-11-16 12:24:21
7.28538,1,385,2,4,27,01,00,02,,,,,8566,2024-11-16 12:24:21
7.28609,2,259,196610,8,eb,0c,81,07,20,0e,fb,0c,8567,2024-11-16 12:24:21
7.28622,2,101,196610,8,00,00,00,00,00,00,00,00,8568,2024-11-16 12:24:21
7.29009,2,259,196610,8,eb,0c,7e,07,20,0e,f9,0c,8569,2024-11-16 12:24:21
7.29271,2,6,196610,8,00,00,00,00,00,00,00,00,8570,2024-11-16 12:24:21
7.29273,1,513,2,3,90,00,00,,,,,,8571,2024-11-16 12:24:21
7.29283,2,100,196610,8,02,00,00,00,00,00,00,00,8572,2024-11-16 12:24:21
7.29288,1,513,2,3,c4,4f,39,,,,,,8573,2024-11-16 12:24:21
7.29303,1,513,2,3,c5,ff,3f,,,,,,8574,2024-11-16 12:24:21
7.29409,2,259,196610,8,eb,0c,80,07,1f,0e,fd,0c,8575,2024-11-16 12:24:21
7.29423,2,1552,196610,8,7b,07,00,0a,d3,00,d6,ed,8576,2024-11-16 12:24:21
7.29436,2,1553,196610,8,d6,11,0a,25,e8,01,d1,69,8577,2024-11-16 12:24:21
7.29440,1,385,2,4,30,00,00,01,,,,,8578,2024-11-16 12:24:21
7.29540,1,385,2,4,27,00,00,02,,,,,8579,2024-11-16 12:24:21
7.29609,2,101,196610,8,00,00,00,00,00,00,00,00,8580,2024-11-16 12:24:21
7.29622,2,1554,196610,8,68,e0,10,f6,30,08,9e,8f,8581,2024-11-16 12:24:21
7.29636,2,1555,196610,8,00,00,80,fe,fe,04,72,03,8582,2024-11-16 12:24:21
7.29809,2,259,196610,8,eb,0c,7f,07,1f,0e,fd,0c,8583,2024-11-16 12:24:21
7.30209,2,259,196610,8,eb,0c,80,07,1e,0e,fd,0c,8584,2024-11-16 12:24:21
7.30371,2,6,196610,8,00,00,00,00,00,00,00,00,8585,2024-11-16 12:24:21
7.30372,1,513,2,3,90,00,00,,,,,,8586,2024-11-16 12:24:21
7.30383,2,100,196610,8,02,00,00,00,00,00,00,00,8587,2024-11-16 12:24:21
7.30387,1,513,2,3,c4,4f,39,,,,,,8588,2024-11-16 12:24:21
7.30402,1,513,2,3,c5,ff,3f,,,,,,8589,2024-11-16 12:24:21
7.30439,1,385,2,4,30,00,00,01,,,,,8590,2024-11-16 12:24:21
7.30513,2,1552,196610,8,3f,02,00,ac,cf,00,25,ed,8591,2024-11-16 12:24:21
7.30527,2,1553,196610,8,36,13,0a,c2,eb,01,73,71,8592,2024-11-16 12:24:21
7.30534,1,385,2,4,27,01,00,02,,,,,8593,2024-11-16 12:24:21
7.30609,2,259,196610,8,eb,0c,80,07,20,0e,fc,0c,8594,2024-11-16 12:24:21
7.30622,2,101,196610,8,00,00,00,00,00,00,00,00,8595,2024-11-16 12:24:21
7.30715,2,1554,196610,8,c8,e4,10,e5,2e,08,2a,8e,8596,2024-11-16 12:24:21
7.30728,2,1555,196610,8,00,00,80,97,fd,04,cf,fc,8597,2024-11-16 12:24:21
7.31009,2,259,196610,8,eb,0c,80,07,1f,0e,fc,0c,8598,2024-11-16 12:24:21
7.31409,2,259,196610,8,ea,0c,80,07,1f,0e,fd,0c,8599,2024-11-16 12:24:22
7.31434,1,385,2,4,30,00,00,01,,,,,8600,2024-11-16 12:24:22
7.31471,2,6,196610,8,00,00,00,00,00,00,00,00,8601,2024-11-16 12:24:22
7.31472,1,513,2,3,90,00,00,,,,,,8602,2024-11-16 12:24:22
7.31483,2,100,196610,8,02,00,00,00,00,00,00,00,8603,2024-11-16 12:24:22
7.31487,1,513,2,3,c4,4f,39,,,,,,8604,2024-11-16 12:24:22
7.31502,1,513,2,3,c5,ff,3f,,,,,,8605,2024-11-16 12:24:22
7.31537,1,385,2,4,27,01,00,02,,,,,8606,2024-11-16 12:24:22
7.31609,2,101,196610,8,00,00,00,00,00,00,00,00,8607,2024-11-16 12:24:22
7.31622,2,1552,196610,8,4a,04,00,67,cf,00,6e,f3,8608,2024-11-16 12:24:22
7.31636,2,1553,196610,8,ee,11,0a,0e,e8,01,57,6e,8609,2024-11-16 12:24:22
7.31809,2,259,196610,8,eb,0c,7f,07,1e,0e,fb,0c,8610,2024-11-16 12:24:22
7.31823,2,1554,196610,8,55,e7,10,57,30,08,00,8c,8611,2024-11-16 12:24:22
7.31836,2,1555,196610,8,00,00,80,a5,fb,04,a5,00,8612,2024-11-16 12:24:22
7.32209,2,259,196610,8,eb,0c,80,07,20,0e,fc,0c,8613,2024-11-16 12:24:22
7.32328,1,1312,2,8,03,00,00,00,00,00,00,00,8614,2024-11-16 12:24:22
7.32436,1,385,2,4,30,00,00,01,,,,,8615,2024-11-16 12:24:22
7.32536,1,385,2,4,27,00,00,02,,,,,8616,2024-11-16 12:24:22
7.32570,2,6,196610,8,00,00,00,00,00,00,00,00,8617,2024-11-16 12:24:22
7.32572,1,513,2,3,90,00,00,,,,,,8618,2024-11-16 12:24:22
7.32582,2,100,196610,8,02,00,00,00,00,00,00,00,8619,2024-11-16 12:24:22
7.32586,1,513,2,3,c4,4f,39,,,,,,8620,2024-11-16 12:24:22
7.32602,1,513,2,3,c5,ff,3f,,,,,,8621,2024-11-16 12:24:22
7.32609,2,259,196610,8,ea,0c,80,07,1f,0e,fb,0c,8622,2024-11-16 12:24:22
7.32622,2,101,196610,8,00,00,00,00,00,00,00,00,8623,2024-11-16 12:24:22
7.32713,2,1552,196610,8,30,03,00,27,d2,00,cb,f4,8624,2024-11-16 12:24:22
7.32727,2,1553,196610,8,36,13,0a,cc,e8,01,3f,6e,8625,2024-11-16 12:24:22
7.32918,2,1554,196610,8,76,e1,10,f6,30,08,9e,8f,8626,2024-11-16 12:24:22
7.32932,2,1555,196610,8,00,00,80,91,ff,04,f6,01,8627,2024-11-16 12:24:22
7.33009,2,259,196610,8,eb,0c,81,07,20,0e,fb,0c,8628,2024-11-16 12:24:22
7.33409,2,259,196610,8,ea,0c,81,07,1e,0e,fd,0c,8629,2024-11-16 12:24:22
7.33434,1,385,2,4,30,00,00,01,,,,,8630,2024-11-16 12:24:22
7.33534,1,385,2,4,27,00,00,02,,,,,8631,2024-11-16 12:24:22
7.33609,2,101,196610,8,00,00,00,00,00,00,00,00,8632,2024-11-16 12:24:22
7.33669,2,6,196610,8,00,00,00,00,00,00,00,00,8633,2024-11-16 12:24:22
7.33671,1,513,2,3,90,00,00,,,,,,8634,2024-11-16 12:24:22
7.33681,2,100,196610,8,02,00,00,00,00,00,00,00,8635,2024-11-16 12:24:22
7.33686,1,513,2,3,c4,4f,39,,,,,,8636,2024-11-16 12:24:22
7.33701,1,513,2,3,c5,ff,3f,,,,,,8637,2024-11-16 12:24:22
7.33809,2,259,196610,8,ec,0c,7f,07,20,0e,fa,0c,8638,2024-11-16 12:24:22
7.33823,2,1552,196610,8,30,03,00,88,d2,00,0b,ef,8639,2024-11-16 12:24:22
7.33836,2,1553,196610,8,a5,11,0a,c0,e8,01,bf,71,8640,2024-11-16 12:24:22
7.34020,2,1554,196610,8,a2,e2,10,09,2f,08,ed,8c,8641,2024-11-16 12:24:22
7.34033,2,1555,196610,8,00,00,80,6f,00,05,7a,00,8642,2024-11-16 12:24:22
7.34209,2,259,196610,8,ea,0c,7f,07,1e,0e,fb,0c,8643,2024-11-16 12:24:22
7.34433,1,385,2,4,30,00,00,01,,,,,8644,2024-11-16 12:24:22
7.34528,1,385,2,4,27,fe,ff,02,,,,,8645,2024-11-16 12:24:22
7.34609,2,259,196610,8,ec,0c,7f,07,20,0e,fa,0c,8646,2024-11-16 12:24:22
7.34622,2,101,196610,8,00,00,00,00,00,00,00,00,8647,2024-11-16 12:24:22
7.34769,2,6,196610,8,00,00,00,00,00,00,00,00,8648,2024-11-16 12:24:22
7.34770,1,513,2,3,90,00,00,,,,,,8649,2024-11-16 12:24:22
7.34781,2,100,196610,8,02,00,00,00,00,00,00,00,8650,2024-11-16 12:24:22
7.34785,1,513,2,3,c4,4f,39,,,,,,8651,2024-11-16 12:24:22
7.34800,1,513,2,3,c5,ff,3f,,,,,,8652,2024-11-16 12:24:22
7.34913,2,1552,196610,8,f0,04,00,a6,d2,00,f6,f3,8653,2024-11-16 12:24:22
7.34927,2,1553,196610,8,8c,14,0a,a8,eb,01,4b,74,8654,2024-11-16 12:24:22
7.35009,2,259,196610,8,eb,0c,80,07,20,0e,fb,0c,8655,2024-11-16 12:24:22
7.35121,2,1554,196610,8,c7,e4,10,ac,31,08,0d,8e,8656,2024-11-16 12:24:22
7.35135,2,1555,196610,8,00,00,80,c1,00,05,d9,00,8657,2024-11-16 12:24:22
7.35409,2,259,196610,8,ea,0c,80,07,20,0e,f9,0c,8658,2024-11-16 12:24:22
7.35427,1,385,2,4,30,00,00,01,,,,,8659,2024-11-16 12:24:22
7.35531,1,385,2,4,27,00,00,02,,,,,8660,2024-11-16 12:24:22
7.35609,2,101,196610,8,00,00,00,00,00,00,00,00,8661,2024-11-16 12:24:22
7.35809,2,259,196610,8,eb,0c,80,07,20,0e,fa,0c,8662,2024-11-16 12:24:22
7.35868,2,6,196610,8,00,00,00,00,00,00,00,00,8663,2024-11-16 12:24:22
7.35869,1,513,2,3,90,00,00,,,,,,8664,2024-11-16 12:24:22
7.35880,2,100,196610,8,02,00,00,00,00,00,00,00,8665,2024-11-16 12:24:22
7.35884,1,513,2,3,c4,4f,39,,,,,,8666,2024-11-16 12:24:22
7.35900,1,513,2,3,c5,ff,3f,,,,,,8667,2024-11-16 12:24:22
7.36013,2,1552,196610,8,af,03,00,f4,d1,00,e0,f4,8668,2024-11-16 12:24:22
7.36027,2,1553,196610,8,a2,12,0a,ee,eb,01,ed,70,8669,2024-11-16 12:24:22
7.36209,2,259,196610,8,eb,0c,81,07,20,0e,fa,0c,8670,2024-11-16 12:24:22
7.36222,2,1554,196610,8,48,e2,10,d4,30,08,42,8f,8671,2024-11-16 12:24:22
7.36236,2,1555,196610,8,00,00,80,b1,ff,04,19,fe,8672,2024-11-16 12:24:22
7.36430,1,385,2,4,30,00,00,01,,,,,8673,2024-11-16 12:24:22
7.36530,1,385,2,4,27,01,00,02,,,,,8674,2024-11-16 12:24:22
7.36609,2,259,196610,8,ea,0c,80,07,20,0e,f9,0c,8675,2024-11-16 12:24:22
7.36622,2,101,196610,8,00,00,00,00,00,00,00,00,8676,2024-11-16 12:24:22
7.36967,2,6,196610,8,00,00,00,00,00,00,00,00,8677,2024-11-16 12:24:22
7.36969,1,513,2,3,90,00,00,,,,,,8678,2024-11-16 12:24:22
7.36979,2,100,196610,8,02,00,00,00,00,00,00,00,8679,2024-11-16 12:24:22
7.36984,1,513,2,3,c4,4f,39,,,,,,8680,2024-11-16 12:24:22
7.36999,1,513,2,3,c5,ff,3f,,,,,,8681,2024-11-16 12:24:22
7.37009,2,259,196610,8,eb,0c,80,07,1f,0e,fb,0c,8682,2024-11-16 12:24:22
7.37113,2,1552,196610,8,3a,06,00,f9,d0,00,d1,f7,8683,2024-11-16 12:24:22
7.37127,2,1553,196610,8,da,10,0a,ea,ea,01,29,6d,8684,2024-11-16 12:24:22
7.37324,2,1554,196610,8,bc,e3,10,ac,31,08,26,8e,8685,2024-11-16 12:24:22
7.37337,2,1555,196610,8,00,00,80,66,fd,04,6c,fd,8686,2024-11-16 12:24:22
7.37409,2,259,196610,8,eb,0c,7f,07,20,0e,fa,0c,8687,2024-11-16 12:24:22
7.37424,1,385,2,4,30,00,00,01,,,,,8688,2024-11-16 12:24:22
7.37527,1,385,2,4,27,02,00,02,,,,,8689,2024-11-16 12:24:22
7.37609,2,101,196610,8,00,00,00,00,00,00,00,00,8690,2024-11-16 12:24:22
7.37809,2,259,196610,8,ec,0c,80,07,1f,0e,fa,0c,8691,2024-11-16 12:24:22
7.38067,2,6,196610,8,00,00,00,00,00,00,00,00,8692,2024-11-16 12:24:22
7.38068,1,513,2,3,90,00,00,,,,,,8693,2024-11-16 12:24:22
7.38079,2,100,196610,8,02,00,00,00,00,00,00,00,8694,2024-11-16 12:24:22
7.38083,1,513,2,3,c4,4f,39,,,,,,8695,2024-11-16 12:24:22
7.38098,1,513,2,3,c5,ff,3f,,,,,,8696,2024-11-16 12:24:22
7.38209,2,259,196610,8,eb,0c,80,07,1f,0e,fb,0c,8697,2024-11-16 12:24:22
7.38223,2,1552,196610,8,99,02,00,0e,d3,00,c9,f9,8698,2024-11-16 12:24:22
7.38236,2,1553,196610,8,12,13,0a,86,e8,01,06,70,8699,2024-11-16 12:24:22
7.38425,2,1554,196610,8,48,e2,10,ac,31,08,9a,8c,8700,2024-11-16 12:24:22
7.38426,1,385,2,4,30,00,00,01,,,,,8701,2024-11-16 12:24:22
7.38439,2,1555,196610,8,00,00,80,51,00,05,5d,ff,8702,2024-11-16 12:24:22
7.38526,1,385,2,4,27,fe,ff,02,,,,,8703,2024-11-16 12:24:22
7.38609,2,259,196610,8,eb,0c,80,07,1f,0e,fc,0c,8704,2024-11-16 12:24:22
7.38621,2,101,196610,8,00,00,00,00,00,00,00,00,8705,2024-11-16 12:24:22
7.39009,2,259,196610,8,ea,0c,80,07,1e,0e,fd,0c,8706,2024-11-16 12:24:22
7.39168,1,513,2,3,90,00,00,,,,,,8707,2024-11-16 12:24:22
7.39172,2,81,458754,8,00,00,00,00,1f,85,eb,51,8708,2024-11-16 12:24:22
7.39183,1,513,2,3,c4,4f,39,,,,,,8709,2024-11-16 12:24:22
7.39184,2,6,196610,8,00,00,00,00,00,00,00,00,8710,2024-11-16 12:24:22
7.39196,2,100,196610,8,02,00,00,00,00,00,00,00,8711,2024-11-16 12:24:22
7.39198,1,513,2,3,c5,ff,3f,,,,,,8712,2024-11-16 12:24:22
7.39313,2,1552,196610,8,7c,06,00,f9,d0,00,ab,fc,8713,2024-11-16 12:24:22
7.39327,2,1553,196610,8,d8,13,0a,e4,e8,01,03,6c,8714,2024-11-16 12:24:22
7.39397,2,81,458754,8,00,00,00,00,71,3d,0a,d7,8715,2024-11-16 12:24:22
7.39421,1,385,2,4,30,00,00,01,,,,,8716,2024-11-16 12:24:22
7.39433,2,82,458754,8,00,00,00,00,00,00,00,00,8717,2024-11-16 12:24:22
7.39444,2,259,196610,8,ea,0c,80,07,20,0e,ff,0c,8718,2024-11-16 12:24:22
7.39521,1,385,2,4,27,ff,ff,02,,,,,8719,2024-11-16 12:24:22
7.39527,2,1554,196610,8,d2,df,10,f4,30,08,05,8e,8720,2024-11-16 12:24:22
7.39541,2,1555,196610,8,00,00,80,4f,fb,04,89,02,8721,2024-11-16 12:24:22
7.39609,2,101,196610,8,00,00,00,00,00,00,00,00,8722,2024-11-16 12:24:22
7.39636,2,81,458754,8,00,00,00,00,c3,f5,28,5c,8723,2024-11-16 12:24:22
7.39672,2,82,458754,8,00,00,00,00,00,00,00,00,8724,2024-11-16 12:24:22
7.39809,2,259,196610,8,ea,0c,80,07,20,0e,fa,0c,8725,2024-11-16 12:24:22
7.39868,2,81,458754,8,00,00,00,00,15,ae,47,e1,8726,2024-11-16 12:24:22
7.39903,2,82,458754,8,00,00,00,00,00,00,00,00,8727,2024-11-16 12:24:22
7.40095,2,81,458754,8,00,00,00,00,67,66,66,66,8728,2024-11-16 12:24:22
7.40131,2,82,458754,8,00,00,00,00,00,00,00,00,8729,2024-11-16 12:24:22
7.40209,2,259,196610,8,ea,0c,7f,07,1f,0e,fc,0c,8730,2024-11-16 12:24:22
7.40266,2,6,196610,8,00,00,00,00,00,00,00,00,8731,2024-11-16 12:24:22
7.40267,1,513,2,3,90,00,00,,,,,,8732,2024-11-16 12:24:22
7.40278,2,100,196610,8,02,00,00,00,00,00,00,00,8733,2024-11-16 12:24:22
7.40282,1,513,2,3,c4,4f,39,,,,,,8734,2024-11-16 12:24:22
7.40297,1,513,2,3,c5,ff,3f,,,,,,8735,2024-11-16 12:24:22
7.40326,2,81,458754,8,00,00,00,00,b8,1e,85,eb,8736,2024-11-16 12:24:22
7.40361,2,82,458754,8,00,00,00,00,00,00,00,00,8737,2024-11-16 12:24:22
7.40413,2,1552,196610,8,eb,04,00,64,d3,00,c7,f9,8738,2024-11-16 12:24:22
7.40423,1,385,2,4,30,00,00,01,,,,,8739,2024-11-16 12:24:22
7.40427,2,1553,196610,8,94,11,0a,fd,ea,01,5d,6d,8740,2024-11-16 12:24:22
7.40523,1,385,2,4,27,00,00,02,,,,,8741,2024-11-16 12:24:22
7.40609,2,259,196610,8,ea,0c,80,07,1e,0e,fb,0c,8742,2024-11-16 12:24:22
7.40621,2,101,196610,8,00,00,00,00,00,00,00,00,8743,2024-11-16 12:24:22
7.40635,2,1554,196610,8,12,e5,10,7a,31,08,8a,8d,8744,2024-11-16 12:24:22
7.40649,2,1555,196610,8,00,00,80,d1,fb,04,78,02,8745,2024-11-16 12:24:22
7.41009,2,259,196610,8,ea,0c,81,07,1f,0e,fa,0c,8746,2024-11-16 12:24:22
7.41084,2,81,458754,8,00,00,00,00,0a,d7,a3,70,8747,2024-11-16 12:24:22
7.41119,2,82,458754,8,00,00,00,00,00,00,00,00,8748,2024-11-16 12:24:22
7.41309,2,81,458754,8,00,00,00,00,5c,8f,c2,f5,8749,2024-11-16 12:24:22
7.41345,2,82,458754,8,00,00,00,00,00,00,00,00,8750,2024-11-16 12:24:22
7.41365,2,6,196610,8,00,00,00,00,00,00,00,00,8751,2024-11-16 12:24:22
7.41366,1,513,2,3,90,00,00,,,,,,8752,2024-11-16 12:24:22
7.41377,2,100,196610,8,02,00,00,00,00,00,00,00,8753,2024-11-16 12:24:22
7.41381,1,513,2,3,c4,4f,39,,,,,,8754,2024-11-16 12:24:22
7.41396,1,513,2,3,c5,ff,3f,,,,,,8755,2024-11-16 12:24:22
7.41409,2,259,196610,8,ec,0c,81,07,1f,0e,fa,0c,8756,2024-11-16 12:24:22
7.41423,1,385,2,4,30,00,00,01,,,,,8757,2024-11-16 12:24:22
7.41513,2,1552,196610,8,ed,05,00,f4,d1,00,3a,f7,8758,2024-11-16 12:24:22
7.41517,1,385,2,4,27,00,00,02,,,,,8759,2024-11-16 12:24:22
7.41541,2,81,458754,8,00,00,00,00,ae,47,e1,7a,8760,2024-11-16 12:24:22
7.41576,2,82,458754,8,00,00,00,00,00,00,00,00,8761,2024-11-16 12:24:22
7.41609,2,101,196610,8,00,00,00,00,00,00,00,00,8762,2024-11-16 12:24:22
7.41730,2,1554,196610,8,00,e1,10,54,2b,08,ed,8e,8763,2024-11-16 12:24:22
7.41744,2,1555,196610,8,00,00,80,d4,01,05,3b,fd,8764,2024-11-16 12:24:22
7.41809,2,259,196610,8,ea,0c,80,07,1f,0e,fc,0c,8765,2024-11-16 12:24:22
7.42209,2,259,196610,8,ea,0c,80,07,1e,0e,fc,0c,8766,2024-11-16 12:24:22
7.42331,1,1312,2,8,03,00,00,00,00,00,00,00,8767,2024-11-16 12:24:22
7.42420,1,385,2,4,30,00,00,01,,,,,8768,2024-11-16 12:24:22
7.42464,2,6,196610,8,00,00,00,00,00,00,00,00,8769,2024-11-16 12:24:22
7.42465,1,513,2,3,90,00,00,,,,,,8770,2024-11-16 12:24:22
7.42476,2,100,196610,8,02,00,00,00,00,00,00,00,8771,2024-11-16 12:24:22
7.42480,1,513,2,3,c4,4f,39,,,,,,8772,2024-11-16 12:24:22
