






Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Counter,AbsTime
1.49713,2,1552,196610,8,97,05,00,c6,d1,00,96,c0,892,2024-11-16 12:24:16
1.49726,2,1553,196610,8,a1,0f,0a,0e,e8,01,85,6b,893,2024-11-16 12:24:16
1.49809,2,259,196610,8,ea,0c,80,07,22,0e,ff,0c,894,2024-11-16 12:24:16
1.50106,2,1554,196610,8,73,e4,10,c1,30,08,d7,8b,895,2024-11-16 12:24:16
1.50120,2,1555,196610,8,00,00,80,17,fa,04,5e,f9,896,2024-11-16 12:24:16
1.50209,2,259,196610,8,e9,0c,80,07,23,0e,fe,0c,897,2024-11-16 12:24:16
1.50609,2,259,196610,8,ea,0c,7f,07,22,0e,fe,0c,898,2024-11-16 12:24:16
1.50620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,899,2024-11-16 12:24:16
1.50813,2,1552,196610,8,b7,03,00,67,cf,00,00,d3,900,2024-11-16 12:24:16
1.50827,2,1553,196610,8,a1,0f,0a,86,e8,01,71,6c,901,2024-11-16 12:24:16
1.51009,2,259,196610,8,e9,0c,7f,07,23,0e,ff,0c,902,2024-11-16 12:24:16
1.51208,2,1554,196610,8,e4,e1,10,39,31,08,94,8b,903,2024-11-16 12:24:16
1.51222,2,1555,196610,8,00,00,80,ce,fe,04,50,fc,904,2024-11-16 12:24:16
1.51409,2,259,196610,8,e9,0c,80,07,22,0e,ff,0c,905,2024-11-16 12:24:16
1.51608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,906,2024-11-16 12:24:16
1.51809,2,259,196610,8,e8,0c,7f,07,21,0e,ff,0c,907,2024-11-16 12:24:16
1.51913,2,1552,196610,8,92,03,00,cb,d2,00,15,d3,908,2024-11-16 12:24:16
1.51927,2,1553,196610,8,83,0d,0a,8a,e7,01,c1,6b,909,2024-11-16 12:24:16
1.52209,2,259,196610,8,e8,0c,80,07,22,0e,fd,0c,910,2024-11-16 12:24:16
1.52310,2,1554,196610,8,e4,e1,10,c1,2b,08,93,87,911,2024-11-16 12:24:16
1.52324,2,1555,196610,8,00,00,80,b2,fe,04,c6,f9,912,2024-11-16 12:24:16
1.52609,2,259,196610,8,e9,0c,80,07,23,0e,fe,0c,913,2024-11-16 12:24:16
1.52620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,914,2024-11-16 12:24:16
1.52889,1,486056120,4,7,02,11,44,c4,3f,3e,04,,915,2024-11-16 12:24:16
1.52959,1,1281,2,8,00,00,00,00,00,00,00,00,916,2024-11-16 12:24:16
1.53009,2,259,196610,8,e9,0c,80,07,23,0e,ff,0c,917,2024-11-16 12:24:16
1.53023,2,1552,196610,8,49,02,00,0e,d2,00,d5,d2,918,2024-11-16 12:24:16
1.53036,2,1553,196610,8,75,0d,0a,f3,e7,01,e6,66,919,2024-11-16 12:24:16
1.53057,1,1282,2,8,00,00,00,00,00,8e,8e,8e,920,2024-11-16 12:24:16
1.53156,1,1283,2,8,00,48,48,48,48,14,12,12,921,2024-11-16 12:24:16
1.53258,1,1284,2,8,01,01,01,01,00,00,00,00,922,2024-11-16 12:24:16
1.53355,1,1285,2,8,00,46,45,46,45,45,46,45,923,2024-11-16 12:24:16
1.53409,2,259,196610,8,e9,0c,81,07,22,0e,fe,0c,924,2024-11-16 12:24:16
1.53422,2,1554,196610,8,e4,e1,10,c2,2e,08,ae,8d,925,2024-11-16 12:24:16
1.53436,2,1555,196610,8,00,00,80,42,00,05,a9,fa,926,2024-11-16 12:24:16
1.53608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,927,2024-11-16 12:24:16
1.53809,2,259,196610,8,e9,0c,7f,07,21,0e,ff,0c,928,2024-11-16 12:24:16
1.53858,1,1280,2,8,10,00,00,00,00,00,00,00,929,2024-11-16 12:24:16
1.53958,1,1281,2,8,01,00,00,00,00,00,00,00,930,2024-11-16 12:24:16
1.54058,1,1282,2,8,01,8e,00,00,00,00,00,00,931,2024-11-16 12:24:16
1.54114,2,1552,196610,8,49,02,00,80,d2,00,bf,c1,932,2024-11-16 12:24:16
1.54127,2,1553,196610,8,17,11,0a,4b,eb,01,70,6a,933,2024-11-16 12:24:16
1.54156,1,1283,2,8,01,13,48,48,48,48,48,48,934,2024-11-16 12:24:16
1.54209,2,259,196610,8,ea,0c,80,07,22,0e,fe,0c,935,2024-11-16 12:24:16
1.54258,1,1284,2,8,41,01,01,01,01,01,01,00,936,2024-11-16 12:24:16
1.54356,1,1285,2,8,01,45,45,44,44,45,45,45,937,2024-11-16 12:24:16
1.54514,2,1554,196610,8,73,e4,10,f2,2e,08,94,8b,938,2024-11-16 12:24:16
1.54528,2,1555,196610,8,00,00,80,09,00,05,ba,fa,939,2024-11-16 12:24:16
1.54609,2,259,196610,8,e9,0c,7f,07,23,0e,fe,0c,940,2024-11-16 12:24:16
1.54620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,941,2024-11-16 12:24:16
1.54958,1,1281,2,8,02,03,00,00,00,00,00,00,942,2024-11-16 12:24:16
1.55009,2,259,196610,8,e8,0c,7f,07,23,0e,ff,0c,943,2024-11-16 12:24:16
1.55058,1,1282,2,8,02,09,00,00,00,00,00,00,944,2024-11-16 12:24:16
1.55157,1,1283,2,8,02,48,00,00,00,00,00,00,945,2024-11-16 12:24:16
1.55213,2,1552,196610,8,01,06,00,b6,d4,00,14,c0,946,2024-11-16 12:24:16
1.55227,2,1553,196610,8,c2,0e,0a,39,e8,01,c1,6b,947,2024-11-16 12:24:16
1.55357,1,1285,2,8,02,45,45,00,00,00,00,00,948,2024-11-16 12:24:16
1.55409,2,259,196610,8,e9,0c,80,07,22,0e,fe,0c,949,2024-11-16 12:24:16
1.55607,2,101,196610,8,6a,bc,73,46,0d,25,17,44,950,2024-11-16 12:24:16
1.55621,2,1554,196610,8,e9,df,10,4b,2a,08,1d,8a,951,2024-11-16 12:24:16
1.55635,2,1555,196610,8,00,00,80,04,fe,04,a7,f8,952,2024-11-16 12:24:16
1.55809,2,259,196610,8,e9,0c,80,07,22,0e,ff,0c,953,2024-11-16 12:24:16
1.55857,1,1280,2,8,30,14,76,00,00,9a,82,fa,954,2024-11-16 12:24:16
1.55878,1,1680,2,6,14,76,00,00,9a,82,,,955,2024-11-16 12:24:16
1.56209,2,259,196610,8,e9,0c,80,07,22,0e,ff,0c,956,2024-11-16 12:24:16
1.56313,2,1552,196610,8,7c,06,00,67,cf,00,a3,c5,957,2024-11-16 12:24:16
1.56327,2,1553,196610,8,0d,11,0a,0e,e8,01,dc,69,958,2024-11-16 12:24:16
1.56609,2,259,196610,8,e9,0c,7f,07,23,0e,ff,0c,959,2024-11-16 12:24:16
1.56620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,960,2024-11-16 12:24:16
1.56718,2,1554,196610,8,fc,e2,10,69,2c,08,99,8b,961,2024-11-16 12:24:16
1.56731,2,1555,196610,8,00,00,80,ff,fd,04,7c,f9,962,2024-11-16 12:24:16
1.56858,1,1280,2,8,40,00,00,00,00,00,00,00,963,2024-11-16 12:24:16
1.57009,2,259,196610,8,e8,0c,7f,07,23,0e,fe,0c,964,2024-11-16 12:24:16
1.57357,1,1285,2,8,04,13,01,41,00,00,44,c4,965,2024-11-16 12:24:16
1.57409,2,259,196610,8,ea,0c,7f,07,22,0e,fe,0c,966,2024-11-16 12:24:16
1.57423,2,1552,196610,8,00,03,00,a6,d2,00,28,d1,967,2024-11-16 12:24:16
1.57436,2,1553,196610,8,2b,10,0a,cc,e8,01,6d,6d,968,2024-11-16 12:24:16
1.57608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,969,2024-11-16 12:24:16
1.57809,2,259,196610,8,e9,0c,80,07,23,0e,ff,0c,970,2024-11-16 12:24:16
1.57822,2,1554,196610,8,0a,e4,10,85,2d,08,94,8b,971,2024-11-16 12:24:16
1.57836,2,1555,196610,8,00,00,80,33,fc,04,82,fc,972,2024-11-16 12:24:16
1.57859,1,1280,2,8,00,00,00,00,00,00,00,00,973,2024-11-16 12:24:16
1.58209,2,259,196610,8,ea,0c,80,07,23,0e,fe,0c,974,2024-11-16 12:24:16
1.58513,2,1552,196610,8,3f,02,00,a6,d2,00,c6,dd,975,2024-11-16 12:24:16
1.58527,2,1553,196610,8,28,13,0a,df,e7,01,40,6d,976,2024-11-16 12:24:16
1.58609,2,259,196610,8,e9,0c,80,07,23,0e,ff,0c,977,2024-11-16 12:24:16
1.58620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,978,2024-11-16 12:24:16
1.58922,2,1554,196610,8,f0,e3,10,44,2e,08,ae,8d,979,2024-11-16 12:24:16
1.58935,2,1555,196610,8,00,00,80,d5,fb,04,bb,fd,980,2024-11-16 12:24:16
1.59009,2,259,196610,8,e9,0c,80,07,23,0e,fe,0c,981,2024-11-16 12:24:16
1.59409,2,259,196610,8,ea,0c,80,07,23,0e,ff,0c,982,2024-11-16 12:24:16
1.59608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,983,2024-11-16 12:24:16
1.59622,2,1552,196610,8,83,02,00,f0,d0,00,a7,e5,984,2024-11-16 12:24:16
1.59635,2,1553,196610,8,0d,11,0a,ad,ea,01,25,69,985,2024-11-16 12:24:16
1.59809,2,259,196610,8,ea,0c,7e,07,22,0e,ff,0c,986,2024-11-16 12:24:16
1.60023,2,1554,196610,8,a2,e2,10,ae,2f,08,d8,8b,987,2024-11-16 12:24:16
1.60037,2,1555,196610,8,00,00,80,5e,ff,04,62,ff,988,2024-11-16 12:24:16
1.60209,2,259,196610,8,e9,0c,81,07,23,0e,ff,0c,989,2024-11-16 12:24:16
1.60609,2,259,196610,8,ea,0c,80,07,23,0e,ff,0c,990,2024-11-16 12:24:16
1.60620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,991,2024-11-16 12:24:16
1.60713,2,1552,196610,8,bb,03,00,b8,d3,00,d7,ea,992,2024-11-16 12:24:16
1.60726,2,1553,196610,8,a1,0f,0a,de,e6,01,43,6a,993,2024-11-16 12:24:16
1.61009,2,259,196610,8,e9,0c,80,07,22,0e,fd,0c,994,2024-11-16 12:24:16
1.61125,2,1554,196610,8,03,e5,10,ac,31,08,f1,88,995,2024-11-16 12:24:16
1.61139,2,1555,196610,8,00,00,80,14,f9,04,0d,f9,996,2024-11-16 12:24:16
1.61409,2,259,196610,8,ea,0c,7f,07,23,0e,fe,0c,997,2024-11-16 12:24:16
1.61608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,998,2024-11-16 12:24:16
1.61809,2,259,196610,8,e9,0c,7f,07,22,0e,fe,0c,999,2024-11-16 12:24:16
1.61823,2,1552,196610,8,7b,07,00,be,d3,00,1b,e2,1000,2024-11-16 12:24:16
1.61836,2,1553,196610,8,05,13,0a,ee,eb,01,e2,6b,1001,2024-11-16 12:24:16
1.62209,2,259,196610,8,ea,0c,81,07,23,0e,ff,0c,1002,2024-11-16 12:24:16
1.62227,2,1554,196610,8,5e,df,10,c2,2e,08,6d,8a,1003,2024-11-16 12:24:16
1.62241,2,1555,196610,8,00,00,80,48,fb,04,e8,f9,1004,2024-11-16 12:24:16
1.62265,1,1312,2,8,03,00,00,00,00,00,00,00,1005,2024-11-16 12:24:16
1.62609,2,259,196610,8,e8,0c,7f,07,23,0e,fe,0c,1006,2024-11-16 12:24:16
1.62620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1007,2024-11-16 12:24:16
1.62913,2,1552,196610,8,d9,02,00,eb,d2,00,0f,de,1008,2024-11-16 12:24:16
1.62927,2,1553,196610,8,9f,10,0a,4b,e8,01,dc,66,1009,2024-11-16 12:24:16
1.63009,2,259,196610,8,e8,0c,80,07,23,0e,ff,0c,1010,2024-11-16 12:24:16
1.63329,2,1554,196610,8,e4,e1,10,03,30,08,81,8a,1011,2024-11-16 12:24:16
1.63343,2,1555,196610,8,00,00,80,f7,fc,04,5e,f9,1012,2024-11-16 12:24:16
1.63409,2,259,196610,8,ea,0c,80,07,22,0e,ff,0c,1013,2024-11-16 12:24:16
1.63608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1014,2024-11-16 12:24:16
1.63809,2,259,196610,8,e9,0c,7f,07,22,0e,fd,0c,1015,2024-11-16 12:24:16
1.64013,2,1552,196610,8,83,07,00,0e,d2,00,e3,da,1016,2024-11-16 12:24:16
1.64027,2,1553,196610,8,58,0f,0a,30,e6,01,5f,6b,1017,2024-11-16 12:24:16
1.64209,2,259,196610,8,ea,0c,7f,07,22,0e,fe,0c,1018,2024-11-16 12:24:16
1.64432,2,1554,196610,8,e5,dd,10,18,2c,08,f1,88,1019,2024-11-16 12:24:16
1.64445,2,1555,196610,8,00,00,80,5c,f7,04,cb,ff,1020,2024-11-16 12:24:16
1.64609,2,259,196610,8,ea,0c,7f,07,22,0e,fe,0c,1021,2024-11-16 12:24:16
1.64620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1022,2024-11-16 12:24:16
1.65009,2,259,196610,8,e9,0c,81,07,22,0e,ff,0c,1023,2024-11-16 12:24:16
1.65113,2,1552,196610,8,e1,05,00,a6,d2,00,d5,e4,1024,2024-11-16 12:24:16
1.65127,2,1553,196610,8,9f,10,0a,4b,e8,01,2c,67,1025,2024-11-16 12:24:16
1.65409,2,259,196610,8,e8,0c,7f,07,22,0e,ff,0c,1026,2024-11-16 12:24:16
1.65534,2,1554,196610,8,fe,e3,10,b1,2b,08,fa,8a,1027,2024-11-16 12:24:16
1.65547,2,1555,196610,8,00,00,80,65,fd,04,73,fe,1028,2024-11-16 12:24:16
1.65608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1029,2024-11-16 12:24:16
1.65809,2,259,196610,8,e9,0c,80,07,22,0e,ff,0c,1030,2024-11-16 12:24:16
1.66209,2,259,196610,8,e9,0c,80,07,23,0e,fd,0c,1031,2024-11-16 12:24:16
1.66222,2,1552,196610,8,99,02,00,8c,d4,00,b2,ef,1032,2024-11-16 12:24:16
1.66236,2,1553,196610,8,c9,0e,0a,c1,e5,01,c4,6c,1033,2024-11-16 12:24:16
1.66609,2,259,196610,8,e9,0c,80,07,21,0e,ff,0c,1034,2024-11-16 12:24:16
1.66620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1035,2024-11-16 12:24:16
1.66636,2,1554,196610,8,35,e6,10,85,31,08,6d,8a,1036,2024-11-16 12:24:16
1.66649,2,1555,196610,8,00,00,80,56,ff,04,5e,fc,1037,2024-11-16 12:24:16
1.67009,2,259,196610,8,ea,0c,7f,07,22,0e,ff,0c,1038,2024-11-16 12:24:16
1.67313,2,1552,196610,8,f9,04,00,b6,d4,00,2a,fd,1039,2024-11-16 12:24:16
1.67327,2,1553,196610,8,a2,12,0a,ec,e8,01,cc,6d,1040,2024-11-16 12:24:16
1.67409,2,259,196610,8,e9,0c,7f,07,23,0e,00,0d,1041,2024-11-16 12:24:16
1.67608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1042,2024-11-16 12:24:16
1.67738,2,1554,196610,8,f0,e3,10,00,34,08,a5,8e,1043,2024-11-16 12:24:16
1.67752,2,1555,196610,8,00,00,80,48,fb,04,ae,ff,1044,2024-11-16 12:24:16
1.67809,2,259,196610,8,ea,0c,80,07,23,0e,fe,0c,1045,2024-11-16 12:24:16
1.68209,2,259,196610,8,e9,0c,81,07,22,0e,ff,0c,1046,2024-11-16 12:24:16
1.68413,2,1552,196610,8,0e,04,00,98,d0,00,cd,08,1047,2024-11-16 12:24:16
1.68427,2,1553,196610,8,29,11,0a,e5,e8,01,57,6e,1048,2024-11-16 12:24:16
1.68609,2,259,196610,8,e9,0c,81,07,23,0e,fe,0c,1049,2024-11-16 12:24:16
1.68620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1050,2024-11-16 12:24:16
1.68840,2,1554,196610,8,51,e5,10,fe,31,08,d7,8b,1051,2024-11-16 12:24:16
1.68853,2,1555,196610,8,00,00,80,e3,fd,04,8e,fe,1052,2024-11-16 12:24:16
1.69009,2,259,196610,8,e9,0c,81,07,23,0e,fd,0c,1053,2024-11-16 12:24:16
1.69409,2,259,196610,8,e9,0c,7f,07,22,0e,ff,0c,1054,2024-11-16 12:24:16
1.69513,2,1552,196610,8,7c,06,00,76,cf,00,3b,0c,1055,2024-11-16 12:24:16
1.69527,2,1553,196610,8,73,0f,0a,59,e7,01,14,6b,1056,2024-11-16 12:24:16
1.69608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1057,2024-11-16 12:24:16
1.69809,2,259,196610,8,e8,0c,80,07,22,0e,fe,0c,1058,2024-11-16 12:24:16
1.69942,2,1554,196610,8,fc,e2,10,51,32,08,2a,8c,1059,2024-11-16 12:24:16
1.69956,2,1555,196610,8,00,00,80,c2,fc,04,64,fd,1060,2024-11-16 12:24:16
1.70209,2,259,196610,8,ea,0c,80,07,24,0e,fe,0c,1061,2024-11-16 12:24:16
1.70609,2,259,196610,8,e9,0c,81,07,23,0e,fe,0c,1062,2024-11-16 12:24:16
1.70620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1063,2024-11-16 12:24:16
1.70634,2,1552,196610,8,c8,06,00,f4,d1,00,a0,08,1064,2024-11-16 12:24:16
1.71009,2,259,196610,8,ea,0c,7f,07,23,0e,ff,0c,1065,2024-11-16 12:24:16
1.71044,2,1554,196610,8,b9,e6,10,d4,30,08,1d,8a,1066,2024-11-16 12:24:16
1.71057,2,1555,196610,8,00,00,80,c8,fd,04,53,fe,1067,2024-11-16 12:24:16
1.71409,2,259,196610,8,ea,0c,80,07,23,0e,00,0d,1068,2024-11-16 12:24:16
1.71608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1069,2024-11-16 12:24:16
1.71713,2,1552,196610,8,99,02,00,ea,d3,00,44,03,1070,2024-11-16 12:24:16
1.71727,2,1553,196610,8,e2,0e,0a,07,e7,01,db,69,1071,2024-11-16 12:24:16
1.71809,2,259,196610,8,e8,0c,80,07,22,0e,ff,0c,1072,2024-11-16 12:24:16
1.72146,2,1554,196610,8,0e,e4,10,5f,32,08,84,8d,1073,2024-11-16 12:24:16
1.72159,2,1555,196610,8,00,00,80,22,ff,04,73,fe,1074,2024-11-16 12:24:16
1.72209,2,259,196610,8,e8,0c,7f,07,23,0e,00,0d,1075,2024-11-16 12:24:16
1.72266,1,1312,2,8,03,00,00,00,00,00,00,00,1076,2024-11-16 12:24:16
1.72609,2,259,196610,8,ea,0c,80,07,23,0e,fe,0c,1077,2024-11-16 12:24:16
1.72620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1078,2024-11-16 12:24:16
1.72813,2,1552,196610,8,eb,04,00,be,d3,00,95,02,1079,2024-11-16 12:24:16
1.72827,2,1553,196610,8,96,10,0a,7f,ea,01,db,6e,1080,2024-11-16 12:24:16
1.73009,2,259,196610,8,e9,0c,7f,07,22,0e,fe,0c,1081,2024-11-16 12:24:16
1.73248,2,1554,196610,8,4d,e4,10,a6,2d,08,2a,8c,1082,2024-11-16 12:24:16
1.73261,2,1555,196610,8,00,00,80,f3,fe,04,57,fb,1083,2024-11-16 12:24:16
1.73409,2,259,196610,8,e9,0c,81,07,22,0e,fe,0c,1084,2024-11-16 12:24:16
1.73608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1085,2024-11-16 12:24:16
1.73809,2,259,196610,8,e8,0c,7f,07,22,0e,fe,0c,1086,2024-11-16 12:24:16
1.73913,2,1552,196610,8,33,06,00,43,d5,00,2c,04,1087,2024-11-16 12:24:16
1.73927,2,1553,196610,8,bc,0f,0a,86,e8,01,e4,6a,1088,2024-11-16 12:24:16
1.74209,2,259,196610,8,e9,0c,7f,07,23,0e,ff,0c,1089,2024-11-16 12:24:16
1.74349,2,1554,196610,8,9c,e5,10,f4,30,08,27,88,1090,2024-11-16 12:24:16
1.74363,2,1555,196610,8,00,00,80,cf,ff,04,a0,fd,1091,2024-11-16 12:24:16
1.74609,2,259,196610,8,e9,0c,80,07,22,0e,fe,0c,1092,2024-11-16 12:24:16
1.74620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1093,2024-11-16 12:24:16
1.75009,2,259,196610,8,e9,0c,80,07,23,0e,00,0d,1094,2024-11-16 12:24:16
1.75023,2,1552,196610,8,be,04,00,57,d1,00,36,13,1095,2024-11-16 12:24:16
1.75036,2,1553,196610,8,08,12,0a,04,e6,01,f9,69,1096,2024-11-16 12:24:16
1.75409,2,259,196610,8,e9,0c,7f,07,22,0e,00,0d,1097,2024-11-16 12:24:16
1.75451,2,1554,196610,8,a2,e2,10,9d,2d,08,6d,8a,1098,2024-11-16 12:24:16
1.75465,2,1555,196610,8,00,00,80,2f,fe,04,54,fd,1099,2024-11-16 12:24:16
1.75608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1100,2024-11-16 12:24:16
1.75809,2,259,196610,8,eb,0c,81,07,23,0e,00,0d,1101,2024-11-16 12:24:16
1.76113,2,1552,196610,8,eb,04,00,c6,d1,00,bf,20,1102,2024-11-16 12:24:16
1.76127,2,1553,196610,8,c6,0f,0a,86,e8,01,f3,6b,1103,2024-11-16 12:24:16
1.76209,2,259,196610,8,e9,0c,80,07,23,0e,fe,0c,1104,2024-11-16 12:24:16
1.76553,2,1554,196610,8,00,e0,10,69,2c,08,56,8b,1105,2024-11-16 12:24:16
1.76567,2,1555,196610,8,00,00,80,09,fc,04,66,fe,1106,2024-11-16 12:24:16
1.76609,2,259,196610,8,e9,0c,80,07,23,0e,fe,0c,1107,2024-11-16 12:24:16
1.76621,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1108,2024-11-16 12:24:16
1.77009,2,259,196610,8,ea,0c,7f,07,22,0e,01,0d,1109,2024-11-16 12:24:16
1.77213,2,1552,196610,8,30,03,00,04,d1,00,9a,26,1110,2024-11-16 12:24:16
1.77227,2,1553,196610,8,1c,11,0a,ee,eb,01,bf,6b,1111,2024-11-16 12:24:16
1.77409,2,259,196610,8,e9,0c,80,07,23,0e,ff,0c,1112,2024-11-16 12:24:16
1.77607,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1113,2024-11-16 12:24:16
1.77655,2,1554,196610,8,15,e1,10,a2,29,08,9a,8c,1114,2024-11-16 12:24:16
1.77669,2,1555,196610,8,00,00,80,77,fe,04,fb,fd,1115,2024-11-16 12:24:16
1.77809,2,259,196610,8,ea,0c,80,07,22,0e,00,0d,1116,2024-11-16 12:24:16
1.78209,2,259,196610,8,ea,0c,80,07,23,0e,00,0d,1117,2024-11-16 12:24:16
1.78313,2,1552,196610,8,0e,04,00,f3,d0,00,38,27,1118,2024-11-16 12:24:16
1.78327,2,1553,196610,8,da,0e,0a,35,ea,01,e3,6e,1119,2024-11-16 12:24:16
1.78609,2,259,196610,8,e9,0c,81,07,23,0e,fe,0c,1120,2024-11-16 12:24:16
1.78620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1121,2024-11-16 12:24:16
1.78757,2,1554,196610,8,e3,e6,10,b1,2b,08,41,89,1122,2024-11-16 12:24:16
1.78770,2,1555,196610,8,00,00,80,bd,fd,04,57,fb,1123,2024-11-16 12:24:16
1.79009,2,259,196610,8,ea,0c,81,07,23,0e,ff,0c,1124,2024-11-16 12:24:16
1.79409,2,259,196610,8,e9,0c,81,07,22,0e,00,0d,1125,2024-11-16 12:24:16
1.79423,2,1552,196610,8,0e,04,00,aa,d0,00,7f,22,1126,2024-11-16 12:24:16
1.79436,2,1553,196610,8,ed,0f,0a,72,e8,01,f3,6b,1127,2024-11-16 12:24:16
1.79608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1128,2024-11-16 12:24:16
1.79809,2,259,196610,8,e9,0c,7f,07,24,0e,ff,0c,1129,2024-11-16 12:24:16
1.79859,2,1554,196610,8,fc,e2,10,0b,2d,08,5c,90,1130,2024-11-16 12:24:16
1.79872,2,1555,196610,8,00,00,80,16,fe,04,fb,f9,1131,2024-11-16 12:24:16
1.80209,2,259,196610,8,eb,0c,81,07,23,0e,ff,0c,1132,2024-11-16 12:24:16
1.80513,2,1552,196610,8,ed,05,00,5f,d4,00,cb,18,1133,2024-11-16 12:24:16
1.80527,2,1553,196610,8,26,13,0a,c1,e5,01,c8,68,1134,2024-11-16 12:24:16
1.80609,2,259,196610,8,ea,0c,81,07,24,0e,fe,0c,1135,2024-11-16 12:24:16
1.80620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1136,2024-11-16 12:24:16
1.80961,2,1554,196610,8,ce,e0,10,03,30,08,c4,8b,1137,2024-11-16 12:24:16
1.80975,2,1555,196610,8,00,00,80,7b,fb,04,d2,fc,1138,2024-11-16 12:24:16
1.81009,2,259,196610,8,ea,0c,80,07,22,0e,fe,0c,1139,2024-11-16 12:24:16
1.81409,2,259,196610,8,e9,0c,80,07,24,0e,00,0d,1140,2024-11-16 12:24:16
1.81608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1141,2024-11-16 12:24:16
1.81621,2,1552,196610,8,83,02,00,f3,d0,00,78,14,1142,2024-11-16 12:24:16
1.81635,2,1553,196610,8,fe,10,0a,a8,e6,01,44,6a,1143,2024-11-16 12:24:16
1.81809,2,259,196610,8,ea,0c,80,07,23,0e,ff,0c,1144,2024-11-16 12:24:16
1.82063,2,1554,196610,8,48,e2,10,43,33,08,bd,90,1145,2024-11-16 12:24:16
1.82077,2,1555,196610,8,00,00,80,33,fc,04,db,fc,1146,2024-11-16 12:24:16
1.82209,2,259,196610,8,ea,0c,81,07,23,0e,ff,0c,1147,2024-11-16 12:24:16
1.82268,1,1312,2,8,03,00,00,00,00,00,00,00,1148,2024-11-16 12:24:16
1.82609,2,259,196610,8,ea,0c,80,07,22,0e,00,0d,1149,2024-11-16 12:24:16
1.82620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1150,2024-11-16 12:24:16
1.82713,2,1552,196610,8,eb,04,00,77,d4,00,ea,20,1151,2024-11-16 12:24:16
1.82727,2,1553,196610,8,90,12,0a,c3,e9,01,23,70,1152,2024-11-16 12:24:16
1.83009,2,259,196610,8,e9,0c,80,07,23,0e,fd,0c,1153,2024-11-16 12:24:16
1.83165,2,1554,196610,8,2a,e5,10,81,2e,08,68,8b,1154,2024-11-16 12:24:16
1.83179,2,1555,196610,8,00,00,80,d4,f9,04,f3,fa,1155,2024-11-16 12:24:16
1.83409,2,259,196610,8,ea,0c,80,07,23,0e,fd,0c,1156,2024-11-16 12:24:16
1.83608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1157,2024-11-16 12:24:16
1.83809,2,259,196610,8,ea,0c,80,07,23,0e,ff,0c,1158,2024-11-16 12:24:16
1.83823,2,1552,196610,8,11,06,00,98,d2,00,7c,2a,1159,2024-11-16 12:24:16
1.83836,2,1553,196610,8,a5,11,0a,cc,e8,01,41,70,1160,2024-11-16 12:24:16
1.84209,2,259,196610,8,e9,0c,81,07,21,0e,ff,0c,1161,2024-11-16 12:24:16
1.84268,2,1554,196610,8,f0,e3,10,de,32,08,6d,8c,1162,2024-11-16 12:24:16
1.84281,2,1555,196610,8,00,00,80,64,f9,04,7b,fb,1163,2024-11-16 12:24:16
1.84609,2,259,196610,8,ea,0c,81,07,24,0e,ff,0c,1164,2024-11-16 12:24:16
1.84621,2,101,196610,8,6a,bc,73,46,0d,25,17,44,1165,2024-11-16 12:24:16
1.84913,2,1552,196610,8,b8,05,00,4a,d2,00,35,38,1166,2024-11-16 12:24:16
1.84926,2,1553,196610,8,a1,0f,0a,43,e7,01,19,68,1167,2024-11-16 12:24:16
1.85009,2,259,196610,8,e9,0c,80,07,22,0e,fe,0c,1168,2024-11-16 12:24:16
1.85370,2,1554,196610,8,68,e4,10,85,2d,08,2a,8c,1169,2024-11-16 12:24:16
1.85383,2,1555,196610,8,00,00,80,e3,fd,04,3b,fe,1170,2024-11-16 12:24:16
