Processing file: ./09-30/test_day_2_063.csv
3.4843997955322266 at 102.76199
3.4814999103546143 at 103.15550
3.482599973678589 at 103.54897
3.483099937438965 at 103.94246
3.483099937438965 at 104.45575
3.4819998741149902 at 105.24267
3.482599973678589 at 105.63613
3.4826998710632324 at 106.02952
3.4826998710632324 at 106.42294
3.482800006866455 at 106.81640
3.4826998710632324 at 107.20987
3.4828999042510986 at 108.01285
3.4828999042510986 at 108.40635
3.482999801635742 at 108.79979
3.4846999645233154 at 109.58676
3.4845998287200928 at 109.98020
3.4842000007629395 at 110.37358
3.4846999645233154 at 110.76697
3.4835000038146973 at 111.16040
3.483599901199341 at 111.67372
3.483599901199341 at 112.06721
3.4835000038146973 at 112.46070
3.4846999645233154 at 112.85421
3.4838998317718506 at 113.24768
3.4836997985839844 at 113.64110
3.4838998317718506 at 114.03459
3.4839999675750732 at 114.42806
3.484099864959717 at 114.88940
3.4838998317718506 at 115.23093
Processing file: ./09-30/test_day_2_070.csv
3.5 at 0.54096
3.501699924468994 at 0.93427
3.5002999305725098 at 1.32761
3.5002999305725098 at 1.72088
3.5003998279571533 at 2.11418
3.5003998279571533 at 2.50744
3.5002999305725098 at 2.90075
3.5007998943328857 at 3.41390
3.50219988822937 at 3.80719
3.5005998611450195 at 4.20044
3.5003998279571533 at 4.59364
3.5003998279571533 at 4.98680
3.500499963760376 at 5.38002
3.5017998218536377 at 5.77326
3.5007998943328857 at 6.16654
3.5017998218536377 at 6.62775
3.500699996948242 at 6.96915
3.5028998851776123 at 17.22618
3.5012998580932617 at 17.56763
3.5012998580932617 at 17.96096
3.5028998851776123 at 18.35431
3.501199960708618 at 18.74769
3.501199960708618 at 19.14110
3.5012998580932617 at 19.53452
3.501199960708618 at 19.92796
3.5013999938964844 at 20.71479
3.501199960708618 at 21.22804
3.501199960708618 at 22.01487
3.501499891281128 at 22.40834
3.501499891281128 at 22.80174
3.501999855041504 at 23.19512
3.501999855041504 at 23.58847
3.501499891281128 at 23.98189
3.5020999908447266 at 24.44330
3.5018999576568604 at 24.78486
3.5017998218536377 at 25.17833
3.501999855041504 at 25.57182
3.501999855041504 at 25.96527
3.501999855041504 at 26.35875
3.501999855041504 at 26.75216
3.5017998218536377 at 27.14558
3.5018999576568604 at 27.53904
3.5018999576568604 at 27.93246
3.5027999877929688 at 28.44575
3.501999855041504 at 28.83918
3.5017998218536377 at 29.23262
3.5018999576568604 at 29.62609
3.5028998851776123 at 30.01953
3.5027999877929688 at 30.41297
3.5027999877929688 at 30.80638
3.502699851989746 at 31.19979
3.50219988822937 at 31.66111
3.501999855041504 at 32.00260
3.5018999576568604 at 32.39604
3.501999855041504 at 32.78948
3.501999855041504 at 33.18292
3.5018999576568604 at 33.57633
3.5020999908447266 at 33.96974
3.5018999576568604 at 34.36319
3.5027999877929688 at 34.75665
3.501999855041504 at 35.15008
3.5018999576568604 at 35.66327
3.502699851989746 at 36.05663
3.502699851989746 at 36.44999
3.502699851989746 at 36.84337
3.5027999877929688 at 37.23684
3.502699851989746 at 37.63024
3.5027999877929688 at 38.02357
3.5027999877929688 at 38.41701
3.5027999877929688 at 38.87833
3.502699851989746 at 39.21981
3.5027999877929688 at 39.61326
3.502699851989746 at 40.00671
3.5027999877929688 at 40.40020
3.5027999877929688 at 40.79363
3.5000998973846436 at 41.18710
3.502699851989746 at 41.58057
3.502699851989746 at 41.97405
3.500199794769287 at 42.36753
3.5000998973846436 at 42.88074
3.5000998973846436 at 43.27417
3.5 at 43.66766
3.501199960708618 at 44.06115
3.5000998973846436 at 44.45461
3.5000998973846436 at 44.84804
3.5000998973846436 at 45.63495
3.5 at 46.09635
3.5 at 46.43788
3.5 at 47.22482
3.5000998973846436 at 47.61830
3.5010998249053955 at 48.01179
3.5 at 48.79876
3.5009000301361084 at 49.19227
3.4998998641967773 at 49.58575
3.5009000301361084 at 50.09900
3.5016000270843506 at 50.49238
3.5 at 50.88576
3.5000998973846436 at 51.27925
3.5010998249053955 at 51.67270
3.500999927520752 at 52.06621
3.5016000270843506 at 52.45968
3.5016000270843506 at 52.85313
3.5016000270843506 at 53.31447
3.5010998249053955 at 53.65598
3.5010998249053955 at 54.44285
3.500999927520752 at 54.83627
3.500999927520752 at 55.22964
3.500999927520752 at 55.62304
3.501199960708618 at 56.01645
3.501499891281128 at 56.40992
3.5009000301361084 at 56.80335
3.500999927520752 at 57.31655
3.501699924468994 at 57.70993
3.501699924468994 at 58.10332
3.5016000270843506 at 58.49673
3.5016000270843506 at 58.89018
3.501699924468994 at 59.28362
3.5016000270843506 at 59.67707
3.5016000270843506 at 60.07051
3.5016000270843506 at 60.53188
3.5016000270843506 at 61.26678
3.501699924468994 at 61.66018
3.5016000270843506 at 62.05359
3.5016000270843506 at 62.44701
3.5016000270843506 at 62.84036
3.501499891281128 at 63.23372
3.501699924468994 at 63.62706
3.5016000270843506 at 64.02043
3.5016000270843506 at 64.53362
Processing file: ./09-30/test_day_2_064.csv
3.5251998901367188 at 0.54132
3.5251998901367188 at 0.93481
3.525099992752075 at 1.32832
3.5251998901367188 at 1.72181
3.5251998901367188 at 2.11528
3.525099992752075 at 2.50877
3.5239999294281006 at 2.90225
3.5254998207092285 at 3.41554
3.525099992752075 at 3.80891
3.525099992752075 at 4.20232
3.525099992752075 at 4.59574
3.5253000259399414 at 4.98915
