Processing file: ./09-30/test_day_2_063.csv
3.525099992752075 at 4.19923
3.5254998207092285 at 4.59247
3.525099992752075 at 4.98565
3.525099992752075 at 5.37886
3.5251998901367188 at 5.77212
3.5251998901367188 at 6.16540
3.5249998569488525 at 6.62656
3.525099992752075 at 6.96796
3.5242998600006104 at 7.36132
3.5251998901367188 at 7.75468
3.525099992752075 at 8.54143
3.525099992752075 at 8.93483
3.5249998569488525 at 9.32826
3.524399995803833 at 9.72170
3.525099992752075 at 10.11502
3.524399995803833 at 10.62824
3.5242998600006104 at 11.02162
3.525099992752075 at 11.41497
3.525099992752075 at 11.80839
3.525099992752075 at 12.20182
3.525099992752075 at 12.59522
3.525099992752075 at 12.98862
3.525099992752075 at 13.38209
3.525099992752075 at 13.84347
3.5249998569488525 at 14.18502
3.525099992752075 at 14.57846
3.524399995803833 at 14.97190
3.525099992752075 at 15.36533
3.525099992752075 at 15.75878
3.525099992752075 at 16.15221
3.524399995803833 at 16.54561
3.5249998569488525 at 16.93901
3.524899959564209 at 17.33240
3.5249998569488525 at 17.84565
3.5254998207092285 at 18.23907
3.525099992752075 at 18.63251
3.523899793624878 at 19.02597
3.5249998569488525 at 19.41944
3.525099992752075 at 19.81284
3.5242998600006104 at 20.20626
3.5249998569488525 at 20.59970
3.5242998600006104 at 21.06105
3.5249998569488525 at 21.40263
3.5254998207092285 at 21.79608
3.525099992752075 at 22.18950
3.523899793624878 at 22.58292
3.523899793624878 at 22.97635
3.525399923324585 at 23.36976
3.525099992752075 at 23.76317
3.525099992752075 at 24.15659
3.525099992752075 at 24.54999
3.525099992752075 at 25.06320
3.5251998901367188 at 25.45664
3.524199962615967 at 25.85007
3.525099992752075 at 26.24353
3.5242998600006104 at 26.63697
3.5254998207092285 at 27.03046
3.5251998901367188 at 27.42389
3.525099992752075 at 27.81732
3.525099992752075 at 28.27870
3.5249998569488525 at 28.62022
3.525099992752075 at 29.01364
3.5249998569488525 at 29.40702
Processing file: ./09-30/test_day_2_067.csv
3.5251998901367188 at 0.54049
3.5251998901367188 at 0.93369
3.5251998901367188 at 1.32699
3.525099992752075 at 1.72025
3.5251998901367188 at 2.11351
3.5249998569488525 at 2.50678
3.525099992752075 at 2.90005
3.525099992752075 at 3.41312
3.5251998901367188 at 3.80634
3.5242998600006104 at 4.19950
3.525099992752075 at 4.59268
3.524899959564209 at 4.98585
3.525099992752075 at 5.37907
3.5242998600006104 at 5.77224
3.525099992752075 at 6.16549
3.5242998600006104 at 6.62664
3.525099992752075 at 6.96804
3.525099992752075 at 7.36138
3.525099992752075 at 7.75470
3.5251998901367188 at 8.14799
3.525099992752075 at 8.54130
3.5251998901367188 at 8.93464
3.525099992752075 at 9.32792
3.525099992752075 at 9.72117
3.5251998901367188 at 10.11440
3.525099992752075 at 10.62736
3.523899793624878 at 11.02065
3.525099992752075 at 11.41389
3.524199962615967 at 11.80709
3.525099992752075 at 12.20034
3.5254998207092285 at 12.59363
3.525099992752075 at 12.98693
3.525099992752075 at 13.38026
3.5249998569488525 at 13.84149
3.5251998901367188 at 14.18295
3.525099992752075 at 14.57627
3.525099992752075 at 14.96959
3.5242998600006104 at 15.36292
3.525099992752075 at 15.75624
3.525099992752075 at 16.14958
3.524399995803833 at 16.54291
3.525099992752075 at 16.93627
3.525399923324585 at 17.32960
3.524199962615967 at 17.84279
3.5251998901367188 at 18.23617
3.5254998207092285 at 18.62949
3.5253000259399414 at 19.02284
3.524899959564209 at 19.41621
3.525399923324585 at 19.80954
3.5242998600006104 at 20.20291
3.5242998600006104 at 20.59627
3.5242998600006104 at 21.05752
3.524399995803833 at 21.39894
3.5251998901367188 at 21.79228
3.525099992752075 at 22.18565
3.5249998569488525 at 22.57903
3.5251998901367188 at 22.97241
3.5242998600006104 at 23.36575
Processing file: ./09-30/test_day_2_073.csv
3.4872000217437744 at 0.54106
3.4872000217437744 at 0.93434
3.4872000217437744 at 1.32770
3.486799955368042 at 1.72100
3.4868998527526855 at 2.11428
3.4870998859405518 at 2.50758
3.4870998859405518 at 2.90089
3.4872000217437744 at 3.41408
3.4870998859405518 at 3.80746
3.4870998859405518 at 4.20082
3.4872000217437744 at 4.59417
3.4872000217437744 at 4.98755
3.4870998859405518 at 5.38092
3.4870998859405518 at 5.77428
3.486799955368042 at 6.16769
3.4872000217437744 at 6.62894
3.4872000217437744 at 6.97039
3.4868998527526855 at 7.36371
3.4872000217437744 at 7.75712
3.4872000217437744 at 8.15051
3.4872000217437744 at 8.54391
3.4868998527526855 at 9.33072
3.487499952316284 at 9.72414
3.4872000217437744 at 10.11754
3.486999988555908 at 10.63074
3.4872000217437744 at 11.02410
3.4872000217437744 at 11.41748
3.4880998134613037 at 11.81080
3.4880998134613037 at 12.20416
3.4880998134613037 at 12.59746
3.4880998134613037 at 12.99078
3.4880998134613037 at 13.38414
3.4863998889923096 at 14.18684
3.4848999977111816 at 14.58027
3.484299898147583 at 14.97367
3.4801998138427734 at 15.36705
3.483099937438965 at 15.76044
3.484499931335449 at 16.15389
3.478099822998047 at 16.54730
3.4791998863220215 at 16.94067
3.4739999771118164 at 17.33413
3.4766998291015625 at 17.84739
3.474900007247925 at 18.24080
3.4763998985290527 at 18.63431
3.471599817276001 at 19.02778
3.471799850463867 at 19.42122
3.471400022506714 at 19.81467
3.477799892425537 at 20.20816
3.474900007247925 at 20.60162
3.4709999561309814 at 21.06301
3.471599817276001 at 21.40449
3.4726998805999756 at 21.79792
3.4781999588012695 at 22.58477
3.485100030899048 at 22.97823
3.483099937438965 at 23.37162
3.461099863052368 at 23.76498
3.475399971008301 at 24.15838
3.4768998622894287 at 24.55175
3.484499931335449 at 25.06498
3.4846999645233154 at 25.45840
3.4779000282287598 at 25.85184
3.4794998168945312 at 26.63874
3.4772000312805176 at 27.03216
3.474599838256836 at 27.42564
3.4842000007629395 at 27.81905
3.484099864959717 at 28.28046
3.483799934387207 at 28.62203
3.4773998260498047 at 29.01549
3.476300001144409 at 29.40892
3.483599901199341 at 29.80235
3.4846999645233154 at 30.19577
3.4845998287200928 at 30.98268
3.4851999282836914 at 31.37608
3.4860999584198 at 31.76948
3.4863998889923096 at 32.28270
3.486999988555908 at 32.67612
3.487299919128418 at 33.06953
3.484999895095825 at 33.46291
3.484999895095825 at 33.85629
3.485100030899048 at 34.24969
3.4861998558044434 at 34.64310
3.4861998558044434 at 35.03651
3.4861998558044434 at 35.49780
3.4861998558044434 at 35.83929
3.4860999584198 at 36.23272
3.4861998558044434 at 36.62614
3.4861998558044434 at 37.01959
3.485999822616577 at 37.41303
3.486299991607666 at 37.80644
3.4873998165130615 at 38.19987
3.413599967956543 at 38.98671
2.8255999088287354 at 39.49990
2.791100025177002 at 40.28659
2.7513999938964844 at 40.67997
2.7749998569488525 at 41.46666
2.825199842453003 at 41.85995
3.047499895095825 at 42.71460
3.0288000106811523 at 43.05605
3.236599922180176 at 43.84274
3.394399881362915 at 44.23615
3.399099826812744 at 44.62952
3.4036998748779297 at 45.02288
3.410399913787842 at 45.41622
3.4164998531341553 at 45.80957
3.4173998832702637 at 46.20298
3.4217000007629395 at 46.71617
3.426800012588501 at 47.10956
3.4291999340057373 at 47.50295
3.433300018310547 at 47.89638
3.4333999156951904 at 48.28977
3.434799909591675 at 48.68312
3.4345998764038086 at 49.07649
3.438999891281128 at 49.46984
3.4378998279571533 at 49.93108
3.4428999423980713 at 50.27255
3.441999912261963 at 50.66597
3.4430999755859375 at 51.05938
3.444899797439575 at 51.45280
3.446899890899658 at 51.84617
3.447499990463257 at 52.23954
3.4485998153686523 at 52.63295
3.4498000144958496 at 53.02637
3.4502999782562256 at 53.41975
3.4520998001098633 at 53.93291
3.4526000022888184 at 54.32624
3.4515998363494873 at 54.71959
3.453199863433838 at 55.11296
3.4529998302459717 at 55.50633
3.4530999660491943 at 55.89972
3.4547998905181885 at 56.29305
3.455199956893921 at 56.68636
3.4549999237060547 at 57.14763
3.455899953842163 at 57.48912
3.456399917602539 at 57.88243
3.458899974822998 at 58.27579
3.456899881362915 at 58.66912
3.45770001411438 at 59.06249
3.4572999477386475 at 59.45583
3.45770001411438 at 59.84914
3.457899808883667 at 60.24244
3.4595999717712402 at 60.63569
3.4599997997283936 at 61.14882
3.4606997966766357 at 61.54221
3.460099935531616 at 61.93555
3.4612998962402344 at 62.32895
3.461199998855591 at 62.72233
3.462399959564209 at 63.11573
3.461099863052368 at 63.50912
3.4624998569488525 at 63.90250
3.463599920272827 at 64.36376
3.462100028991699 at 65.09860
3.462399959564209 at 65.49196
3.4636998176574707 at 66.27873
3.463099956512451 at 66.67211
3.463399887084961 at 67.06552
3.4637999534606934 at 67.45892
3.4635000228881836 at 67.85231
3.464099884033203 at 68.36546
3.4617998600006104 at 68.75885
3.4628000259399414 at 69.15217
3.4626998901367188 at 69.54545
3.4619998931884766 at 69.93875
3.4628000259399414 at 70.33212
3.464399814605713 at 70.72550
3.464200019836426 at 71.11887
3.4642999172210693 at 71.58013
3.464900016784668 at 71.92159
3.464900016784668 at 72.31495
3.464900016784668 at 72.70826
3.464900016784668 at 73.10160
3.4654998779296875 at 73.49496
3.4671998023986816 at 73.88833
3.466899871826172 at 74.28176
3.4670000076293945 at 74.67509
3.4667999744415283 at 75.06840
3.4667999744415283 at 75.58152
3.466399908065796 at 75.97482
3.4664998054504395 at 76.36812
3.466899871826172 at 76.76143
3.467599868774414 at 77.15476
3.467599868774414 at 77.54807
3.467599868774414 at 77.94144
3.468400001525879 at 78.33484
3.46809983253479 at 78.79615
3.4684998989105225 at 79.13766
3.4681999683380127 at 79.53108
3.4684998989105225 at 79.92448
3.4684998989105225 at 80.31789
3.468400001525879 at 80.71135
3.468400001525879 at 81.10484
3.469299793243408 at 81.49832
3.4694998264312744 at 81.89181
3.469299793243408 at 82.79858
3.4684998989105225 at 83.19207
3.469299793243408 at 83.58549
3.4686999320983887 at 83.97896
3.469599962234497 at 84.37242
3.4674999713897705 at 84.76589
3.468899965286255 at 85.15933
3.466599941253662 at 85.55280
3.4664998054504395 at 86.01417
3.466599941253662 at 86.35566
3.467099905014038 at 87.14256
3.4679999351501465 at 87.53601
3.468599796295166 at 87.92940
3.4684998989105225 at 88.32279
3.469299793243408 at 88.71625
3.4684998989105225 at 89.10972
3.4691998958587646 at 89.50317
3.469299793243408 at 90.01644
3.469299793243408 at 90.40987
3.469299793243408 at 90.80332
3.468400001525879 at 91.19676
3.4682998657226562 at 91.59023
3.4682998657226562 at 91.98369
3.468899965286255 at 92.77068
3.468899965286255 at 93.23203
3.468899965286255 at 93.57358
3.468899965286255 at 93.96703
3.468899965286255 at 94.36049
3.4687998294830322 at 94.75399
3.4689998626708984 at 95.14747
3.468899965286255 at 95.54092
3.468899965286255 at 95.93436
3.468899965286255 at 96.32778
3.468899965286255 at 97.23447
3.4682998657226562 at 97.62789
3.4689998626708984 at 98.41488
3.4694998264312744 at 98.80833
3.4681999683380127 at 99.20180
3.469399929046631 at 99.59520
3.46809983253479 at 99.98858
3.4687998294830322 at 100.44994
3.4697999954223633 at 100.79145
3.4697999954223633 at 101.18484
3.469899892807007 at 101.57825
3.4697999954223633 at 101.97172
3.470399856567383 at 102.75854
3.470399856567383 at 103.15197
3.470399856567383 at 103.54541
3.4701998233795166 at 103.93887
3.4702999591827393 at 104.45215
3.4701998233795166 at 104.84560
3.4702999591827393 at 105.23898
3.4701998233795166 at 105.63237
3.4707999229431152 at 106.02569
3.4707000255584717 at 106.41907
3.4707999229431152 at 106.81247
3.4707000255584717 at 107.20591
3.4707999229431152 at 107.66723
3.4707999229431152 at 108.00875
3.4707999229431152 at 108.40210
3.4707000255584717 at 108.79547
3.4711999893188477 at 109.18883
3.470599889755249 at 109.58222
3.4711999893188477 at 109.97568
3.471299886703491 at 110.76250
3.471400022506714 at 111.15586
3.4707999229431152 at 111.66902
3.471400022506714 at 112.06237
3.471400022506714 at 112.45572
3.4704999923706055 at 112.84903
3.471400022506714 at 113.24243
3.471299886703491 at 113.63588
3.471299886703491 at 114.02930
3.471299886703491 at 114.42267
3.471400022506714 at 114.88390
3.471400022506714 at 115.22539
3.4707000255584717 at 115.61877
3.471299886703491 at 116.01210
3.472100019454956 at 116.40548
3.470599889755249 at 116.79890
3.472100019454956 at 117.19233
3.4709999561309814 at 117.58572
3.470899820327759 at 117.97913
3.4709999561309814 at 118.37252
3.4726998805999756 at 118.88571
3.4709999561309814 at 119.27912
3.471099853515625 at 119.67254
3.4709999561309814 at 120.06599
3.4709999561309814 at 120.45944
3.4728000164031982 at 120.85286
3.471099853515625 at 121.24624
3.4709999561309814 at 121.63964
3.470899820327759 at 122.10091
3.471099853515625 at 122.44236
3.4709999561309814 at 122.83573
3.4709999561309814 at 123.22906
3.471099853515625 at 123.62246
3.4709999561309814 at 124.01589
3.4709999561309814 at 124.80263
3.4709999561309814 at 125.19599
3.4709999561309814 at 125.58942
3.471099853515625 at 126.10268
3.470899820327759 at 126.49605
3.4709999561309814 at 126.88948
3.471099853515625 at 127.28290
3.470899820327759 at 127.67631
3.4694998264312744 at 128.06974
3.4709999561309814 at 128.46317
3.4709999561309814 at 128.85656
3.4709999561309814 at 129.31786
3.4709999561309814 at 129.65937
3.471599817276001 at 130.05286
3.4709999561309814 at 130.44630
3.4709999561309814 at 130.83971
3.4709999561309814 at 131.62649
3.471599817276001 at 132.01989
3.471599817276001 at 132.80665
3.471599817276001 at 133.31989
3.471599817276001 at 133.71332
3.4714999198913574 at 134.10677
3.470399856567383 at 134.50016
3.471599817276001 at 134.89351
3.4714999198913574 at 135.28694
3.4714999198913574 at 135.68033
3.4714999198913574 at 136.07373
3.471599817276001 at 136.53501
3.471599817276001 at 136.87648
3.4704999923706055 at 137.26990
3.471599817276001 at 137.66326
3.470599889755249 at 138.05661
3.471799850463867 at 138.45000
3.4707999229431152 at 138.84334
3.470599889755249 at 139.23668
3.471799850463867 at 139.63003
3.4714999198913574 at 140.02339
3.471799850463867 at 140.53656
3.4707999229431152 at 140.92991
3.4707000255584717 at 141.32327
3.471799850463867 at 141.71662
3.4707999229431152 at 142.10998
3.4716999530792236 at 142.50336
3.471799850463867 at 142.89674
3.4716999530792236 at 143.29011
3.471799850463867 at 143.75134
3.471799850463867 at 144.09280
3.4716999530792236 at 144.48616
3.471799850463867 at 144.87950
3.4716999530792236 at 145.27282
3.471599817276001 at 145.66613
3.4714999198913574 at 146.05943
3.471400022506714 at 146.45272
3.4679999351501465 at 146.84596
3.469299793243408 at 147.23927
3.4664998054504395 at 147.75241
3.4691998958587646 at 148.14574
3.4667999744415283 at 148.53910
3.463599920272827 at 148.93242
3.4617998600006104 at 149.32575
3.4619998931884766 at 149.71909
3.4628000259399414 at 150.11242
3.463899850845337 at 150.50580
3.461099863052368 at 150.96708
3.458899974822998 at 151.30852
3.4587998390197754 at 151.70188
3.4577999114990234 at 152.09518
3.4567999839782715 at 152.48857
3.4577999114990234 at 152.88197
3.4621999263763428 at 153.27541
3.4606997966766357 at 153.66882
3.4579999446868896 at 154.06226
3.4582998752593994 at 154.45576
3.4575998783111572 at 155.36254
3.458899974822998 at 155.75595
3.4589998722076416 at 156.14938
3.460899829864502 at 156.54288
3.4607999324798584 at 156.93637
3.45989990234375 at 157.32984
3.461099863052368 at 157.72329
3.457899808883667 at 158.18464
3.4579999446868896 at 158.52612
3.459699869155884 at 158.91954
3.4564998149871826 at 159.31302
3.4398000240325928 at 159.70646
3.4308998584747314 at 160.09988
3.432299852371216 at 160.49334
3.4642999172210693 at 160.88675
3.464900016784668 at 161.28017
3.4670000076293945 at 161.67360
3.4682998657226562 at 162.18685
3.4552998542785645 at 162.58027
3.4557998180389404 at 162.97372
3.4589998722076416 at 163.36717
3.4556000232696533 at 163.76061
3.4550998210906982 at 164.15405
3.455199956893921 at 164.54751
3.455199956893921 at 164.94099
3.4534997940063477 at 165.40238
3.4554998874664307 at 165.74391
3.4582998752593994 at 166.13731
3.4547998905181885 at 166.53078
3.4565999507904053 at 166.92426
3.454699993133545 at 167.31775
3.4547998905181885 at 168.10464
3.455399990081787 at 168.49811
3.4642999172210693 at 168.89162
3.464099884033203 at 169.40491
3.464900016784668 at 169.79827
3.466899871826172 at 170.19166
3.4671998023986816 at 170.97854
3.4575998783111572 at 171.37202
3.461699962615967 at 171.76553
3.4577999114990234 at 172.15897
3.4557998180389404 at 172.62035
3.4572999477386475 at 172.96191
3.456399917602539 at 173.35539
3.4563000202178955 at 173.74884
3.4545998573303223 at 174.14229
3.4564998149871826 at 174.53578
3.4629998207092285 at 175.32260
3.4670000076293945 at 175.71602
3.4591000080108643 at 176.10945
3.456899881362915 at 176.62285
3.4570000171661377 at 177.01634
3.456199884414673 at 177.40977
3.455899953842163 at 177.80322
3.4539999961853027 at 178.19668
3.452699899673462 at 178.59016
3.4529998302459717 at 178.98354
3.452199935913086 at 179.37700
3.4515998363494873 at 179.83838
3.4522998332977295 at 180.17993
3.4570999145507812 at 180.57337
3.4532999992370605 at 180.96685
3.452899932861328 at 181.36033
3.4557998180389404 at 181.75375
3.452699899673462 at 182.14718
3.4626998901367188 at 182.54061
3.452899932861328 at 182.93398
3.455899953842163 at 183.32733
3.455899953842163 at 183.84056
3.457199811935425 at 184.23400
3.4542999267578125 at 184.62739
3.4570000171661377 at 185.02078
3.4626998901367188 at 185.41423
3.45389986038208 at 185.80769
3.455199956893921 at 186.59458
3.457199811935425 at 187.05593
3.4626998901367188 at 187.39745
3.456699848175049 at 187.79082
3.4547998905181885 at 188.18424
3.457899808883667 at 188.57765
3.458899974822998 at 189.36459
3.4626998901367188 at 189.75805
3.4619998931884766 at 190.15149
3.4628000259399414 at 190.54488
3.4530999660491943 at 191.05813
3.462100028991699 at 191.45153
3.464200019836426 at 191.84495
3.464900016784668 at 192.23835
3.464900016784668 at 192.63174
3.464900016784668 at 193.41850
3.4656999111175537 at 193.81180
3.4670000076293945 at 194.61448
3.4636998176574707 at 195.00784
3.463599920272827 at 195.79452
3.4598000049591064 at 196.18796
3.4619998931884766 at 196.58132
3.461199998855591 at 196.97472
3.464900016784668 at 197.36807
3.458899974822998 at 197.76144
3.454399824142456 at 198.27460
3.4433999061584473 at 198.66795
3.3733999729156494 at 199.45460
3.3461999893188477 at 199.84798
3.2796998023986816 at 200.24131
3.312999963760376 at 200.63469
3.294600009918213 at 201.02813
3.3877999782562256 at 201.48956
3.3910999298095703 at 202.22455
3.3915998935699463 at 202.61806
3.381999969482422 at 203.01148
3.4164998531341553 at 203.40486
3.384699821472168 at 203.79826
3.365499973297119 at 204.19168
3.321499824523926 at 204.97854
3.374799966812134 at 205.49181
3.377699851989746 at 205.88527
3.3192999362945557 at 206.27871
3.348099946975708 at 206.67213
3.393699884414673 at 207.06559
3.3833999633789062 at 207.45906
3.388399839401245 at 207.85256
3.3725998401641846 at 208.24602
3.3461999893188477 at 208.70743
3.3668999671936035 at 209.44246
3.354099988937378 at 209.83596
3.3451998233795166 at 210.22946
3.309000015258789 at 210.62299
3.339399814605713 at 211.01652
3.3710999488830566 at 211.40998
3.3732998371124268 at 211.80339
3.325399875640869 at 212.19682
3.3385000228881836 at 212.71005
3.3167998790740967 at 213.10343
3.3307998180389404 at 213.49678
3.374499797821045 at 213.89011
3.361799955368042 at 214.28352
3.3046000003814697 at 215.07040
3.3695998191833496 at 215.46383
3.293799877166748 at 215.92519
3.2976999282836914 at 216.26674
3.2941999435424805 at 216.66012
3.3581998348236084 at 217.05352
3.3668999671936035 at 217.44697
3.3536999225616455 at 217.84037
3.338099956512451 at 218.23380
3.280900001525879 at 218.62719
3.3274998664855957 at 219.02057
3.299099922180176 at 219.41398
3.285399913787842 at 219.92725
3.341099977493286 at 220.32076
3.3838999271392822 at 220.71422
3.360100030899048 at 221.10766
3.3299999237060547 at 221.89458
3.3098998069763184 at 222.28805
3.2971999645233154 at 222.68150
3.265399932861328 at 223.14282
3.3362998962402344 at 223.48431
3.342399835586548 at 223.87774
3.387199878692627 at 224.27117
3.3348000049591064 at 224.66463
3.312299966812134 at 225.05792
3.25849986076355 at 225.45121
3.336400032043457 at 225.84454
3.288800001144409 at 226.23787
3.283599853515625 at 226.63124
3.2891998291015625 at 227.14452
3.2595999240875244 at 227.53798
3.2675998210906982 at 227.93143
3.253000020980835 at 228.32490
3.2726998329162598 at 228.71830
3.2983999252319336 at 229.11175
3.2936999797821045 at 229.50521
3.3838000297546387 at 229.89865
3.32099986076355 at 230.35997
3.4154999256134033 at 230.70148
3.4158999919891357 at 231.09490
3.420099973678589 at 231.48835
3.4223999977111816 at 231.88175
3.4248998165130615 at 232.27518
3.42579984664917 at 232.66865
3.425299882888794 at 233.06206
3.4278998374938965 at 233.45546
3.4298999309539795 at 233.84891
3.4300999641418457 at 234.36214
3.430799961090088 at 234.75558
3.4335999488830566 at 235.54240
3.435499906539917 at 235.93581
3.4363999366760254 at 236.32920
3.4345998764038086 at 236.72258
3.436499834060669 at 237.11599
3.439499855041504 at 237.57731
3.4384000301361084 at 237.91881
3.438499927520752 at 238.31227
3.437999963760376 at 238.70572
3.4400999546051025 at 239.09903
3.442999839782715 at 239.49234
3.4420998096466064 at 239.88572
3.442199945449829 at 240.27911
3.4433999061584473 at 240.67246
3.442699909210205 at 241.06575
3.4413998126983643 at 241.57883
3.441699981689453 at 241.97213
3.443199872970581 at 242.36550
3.444199800491333 at 242.75884
3.445199966430664 at 243.15218
3.4442999362945557 at 243.54553
3.4455997943878174 at 243.93888
3.447000026702881 at 244.33218
3.4475998878479004 at 244.79340
3.4463000297546387 at 245.13486
3.446199893951416 at 245.52823
3.4463000297546387 at 245.92160
3.447499990463257 at 246.31494
3.447199821472168 at 246.70834
3.448499917984009 at 247.10173
3.4485998153686523 at 247.49515
3.4491000175476074 at 247.88855
3.4498000144958496 at 248.28193
3.4495999813079834 at 248.79511
3.4507999420166016 at 249.18846
3.4514999389648438 at 249.58181
3.4515998363494873 at 249.97513
3.448899984359741 at 250.36852
3.449699878692627 at 250.76189
3.4515998363494873 at 251.15528
3.4514999389648438 at 251.54865
3.4522998332977295 at 252.00992
3.452199935913086 at 252.35136
3.4517998695373535 at 252.74471
3.451200008392334 at 253.13808
3.451200008392334 at 253.53152
3.4509999752044678 at 254.31829
3.4527997970581055 at 254.71165
3.451200008392334 at 255.49843
3.451399803161621 at 256.01159
3.450699806213379 at 256.79828
3.4515998363494873 at 257.19162
3.452699899673462 at 257.97832
3.452699899673462 at 258.37166
Processing file: ./09-30/test_day_2_057.csv
3.5243897438049316 at 0.47007
3.524470567703247 at 0.95745
3.524573564529419 at 1.44485
3.524616241455078 at 1.93218
3.524684429168701 at 2.41954
3.5246360301971436 at 2.90692
3.5247223377227783 at 3.39435
3.5246803760528564 at 3.88174
3.5246524810791016 at 4.36916
3.5246174335479736 at 4.97639
3.524585723876953 at 5.46372
3.524557113647461 at 5.95105
3.524531602859497 at 6.43836
3.5245087146759033 at 6.92573
Processing file: ./09-30/test_day_2_069.csv
3.526599884033203 at 0.53972
3.524199962615967 at 0.93300
3.5242998600006104 at 1.32635
3.526599884033203 at 1.71967
3.5242998600006104 at 2.11299
3.524199962615967 at 2.50628
3.524399995803833 at 2.89955
3.525099992752075 at 3.41259
3.525099992752075 at 3.80587
3.5242998600006104 at 4.19920
3.5242998600006104 at 4.59251
3.5242998600006104 at 4.98583
3.525099992752075 at 5.37915
3.524199962615967 at 5.77242
3.5251998901367188 at 6.16568
3.524199962615967 at 6.62684
3.5242998600006104 at 7.36148
3.525099992752075 at 7.75474
3.525099992752075 at 8.14803
3.5239999294281006 at 8.54125
3.524399995803833 at 8.93453
3.5254998207092285 at 9.32781
3.5242998600006104 at 9.72111
3.5242998600006104 at 10.11442
3.5242998600006104 at 10.62752
3.525099992752075 at 11.02086
3.524399995803833 at 11.41423
3.5242998600006104 at 11.80759
3.525099992752075 at 12.20096
3.524399995803833 at 12.59429
3.525099992752075 at 12.98766
3.5249998569488525 at 13.38101
3.5242998600006104 at 13.84232
3.524199962615967 at 14.18379
3.524399995803833 at 14.57717
3.5242998600006104 at 14.97059
3.5242998600006104 at 15.36403
3.524099826812744 at 15.75747
3.525099992752075 at 16.15088
3.524399995803833 at 16.93774
3.524399995803833 at 17.33106
3.5242998600006104 at 18.23770
3.5242998600006104 at 18.63111
3.524399995803833 at 19.02450
3.525099992752075 at 19.41789
3.524199962615967 at 19.81128
3.524399995803833 at 20.20463
3.524399995803833 at 20.59804
3.5242998600006104 at 21.05928
3.524399995803833 at 21.40065
3.5242998600006104 at 21.79401
3.5254998207092285 at 22.18739
3.525399923324585 at 22.58082
3.5242998600006104 at 22.97427
3.526399850845337 at 23.36772
3.5264999866485596 at 23.76114
3.5249998569488525 at 24.15451
3.525399923324585 at 24.54794
3.5264999866485596 at 25.06122
3.525099992752075 at 25.45464
3.524399995803833 at 25.84803
3.5242998600006104 at 26.24150
3.5242998600006104 at 26.63497
3.524199962615967 at 27.02843
3.5260000228881836 at 27.42183
3.525099992752075 at 27.81525
3.525099992752075 at 28.27653
3.525099992752075 at 28.61801
3.525099992752075 at 29.01145
3.525099992752075 at 29.40490
3.5249998569488525 at 29.79829
3.5251998901367188 at 30.19168
3.5249998569488525 at 30.58508
3.525099992752075 at 30.97851
3.525099992752075 at 31.37186
3.5249998569488525 at 31.76525
3.5249998569488525 at 32.27844
3.524899959564209 at 32.67181
3.5249998569488525 at 33.06519
3.5249998569488525 at 33.45855
3.5249998569488525 at 33.85196
3.524899959564209 at 34.24539
3.519399881362915 at 34.63873
3.5189998149871826 at 35.03209
3.519699811935425 at 35.49339
3.515199899673462 at 35.83487
3.5192999839782715 at 36.62173
3.5154998302459717 at 37.01510
3.515199899673462 at 37.40850
3.515699863433838 at 37.80191
3.5137999057769775 at 38.19530
3.510200023651123 at 38.58867
3.512399911880493 at 38.98206
3.512899875640869 at 39.49525
3.5144999027252197 at 39.88864
3.513399839401245 at 40.28205
3.513399839401245 at 40.67545
3.509500026702881 at 41.06881
3.5077998638153076 at 41.46215
3.504999876022339 at 41.85555
3.509199857711792 at 42.24895
3.509399890899658 at 43.05180
3.5112998485565186 at 43.44523
3.5095999240875244 at 43.83867
3.5083999633789062 at 44.23211
3.5075998306274414 at 44.62554
3.506199836730957 at 45.01897
3.511399984359741 at 45.41239
3.5112998485565186 at 45.80587
3.509399890899658 at 46.19929
3.5075998306274414 at 46.71254
3.507699966430664 at 47.10597
3.5095999240875244 at 47.49937
3.5088999271392822 at 47.89283
3.5088000297546387 at 48.28625
3.5078999996185303 at 48.67967
3.507699966430664 at 49.07310
3.507200002670288 at 49.46653
3.505999803543091 at 49.92785
3.5100998878479004 at 50.26936
3.507699966430664 at 50.66276
3.5065999031066895 at 51.44951
3.507699966430664 at 51.84291
3.5188000202178955 at 52.62970
3.509399890899658 at 53.02310
3.505699872970581 at 53.41648
3.511399984359741 at 53.92965
3.5192999839782715 at 54.32304
3.5212998390197754 at 54.71644
3.5214998722076416 at 55.10991
3.5223000049591064 at 55.50337
3.5207998752593994 at 55.89685
3.518899917602539 at 56.29034
3.518399953842163 at 56.68374
3.509399890899658 at 57.14509
3.509999990463257 at 57.48660
3.512899875640869 at 57.88003
3.509500026702881 at 58.27342
3.510999917984009 at 58.66682
3.509399890899658 at 59.45371
3.509999990463257 at 59.84716
3.506699800491333 at 60.24059
3.5095999240875244 at 60.63403
3.508699893951416 at 61.14732
3.506199836730957 at 61.54084
3.5032999515533447 at 61.93436
3.5072999000549316 at 62.32784
3.4901998043060303 at 62.72135
3.500699996948242 at 63.11482
3.5009000301361084 at 63.90170
3.4972000122070312 at 64.36313
3.499699831008911 at 64.70473
3.494999885559082 at 65.09819
3.497299909591675 at 65.49160
3.498999834060669 at 65.88506
3.497799873352051 at 66.27850
3.4898998737335205 at 66.67201
3.493299961090088 at 67.06554
