Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50,Data51,Data52,Data53,Data54,Data55,Data56,Data57,Data58,Data59,Data60,Data61,Data62,Data63,Counter,AbsTime
7.84779,2,81,458754,14,00,00,00,00,5c,8f,c2,f5,28,5c,03,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,9442,2024-11-16 12:24:22
7.84814,2,82,458754,15,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,9443,2024-11-16 12:24:22
7.85009,2,259,196610,10,eb,0c,81,07,20,0e,fb,0c,66,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9444,2024-11-16 12:24:22
7.85340,2,6,196610,10,00,00,00,00,00,00,00,00,01,36,13,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9445,2024-11-16 12:24:22
7.85341,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9446,2024-11-16 12:24:22
7.85352,2,100,196610,10,02,00,00,00,00,00,00,00,01,36,13,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9447,2024-11-16 12:24:22
7.85358,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9448,2024-11-16 12:24:22
7.85373,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9449,2024-11-16 12:24:22
7.85409,2,259,196610,10,ec,0c,80,07,20,0e,fa,0c,66,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450,2024-11-16 12:24:22
7.85447,1,385,2,4,27,ff,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9451,2024-11-16 12:24:22
7.85513,2,1552,196610,11,b4,03,00,be,d3,00,86,21,04,27,93,05,f5,26,05,c3,ff,08,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9452,2024-11-16 12:24:22
7.85527,2,1553,196610,11,78,15,0a,58,e9,01,e3,70,08,e9,7d,03,d1,5b,04,f2,05,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9453,2024-11-16 12:24:22
7.85609,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9454,2024-11-16 12:24:22
7.85798,2,1554,196610,11,55,e3,10,c3,2d,08,5c,8c,0d,ff,ff,7f,4e,d3,06,31,10,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9455,2024-11-16 12:24:22
7.85810,2,259,196610,10,eb,0c,80,07,20,0e,fa,0c,66,0f,b9,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9456,2024-11-16 12:24:22
7.86209,2,259,196610,10,eb,0c,7f,07,1f,0e,fd,0c,67,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9457,2024-11-16 12:24:22
7.86345,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9458,2024-11-16 12:24:22
7.86439,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9459,2024-11-16 12:24:22
7.86441,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9460,2024-11-16 12:24:22
7.86451,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9461,2024-11-16 12:24:22
7.86458,1,385,2,4,27,ff,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9462,2024-11-16 12:24:22
7.86473,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9463,2024-11-16 12:24:22
7.86609,2,259,196610,10,eb,0c,80,07,1f,0e,fb,0c,66,0f,ba,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9464,2024-11-16 12:24:22
7.86622,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9465,2024-11-16 12:24:22
7.86635,2,1552,196610,11,fa,04,00,ed,d6,00,26,25,04,38,94,05,e2,24,05,c3,ff,08,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9466,2024-11-16 12:24:22
7.86785,2,81,458754,14,00,00,00,00,85,eb,51,b8,1e,85,03,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,9467,2024-11-16 12:24:22
7.86821,2,82,458754,15,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,9468,2024-11-16 12:24:22
7.86900,2,1554,196610,11,02,e5,10,89,2c,08,13,8e,0d,ff,ff,7f,46,d1,06,40,0e,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9469,2024-11-16 12:24:22
7.86914,2,1555,196610,11,00,00,80,f9,fb,04,86,fe,22,a2,56,06,b8,b7,05,40,03,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9470,2024-11-16 12:24:22
7.87009,2,259,196610,10,eb,0c,80,07,1f,0e,fc,0c,67,0f,bc,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9471,2024-11-16 12:24:22
7.87348,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9472,2024-11-16 12:24:22
7.87409,2,259,196610,10,eb,0c,7f,07,20,0e,fb,0c,65,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9473,2024-11-16 12:24:22
7.87443,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9474,2024-11-16 12:24:22
7.87538,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9475,2024-11-16 12:24:22
7.87540,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9476,2024-11-16 12:24:22
7.87550,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9477,2024-11-16 12:24:22
7.87554,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9478,2024-11-16 12:24:22
7.87570,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9479,2024-11-16 12:24:22
7.87609,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9480,2024-11-16 12:24:22
7.87713,2,1552,196610,11,af,06,00,c6,d1,00,e2,27,04,4e,94,05,8f,25,05,31,04,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9481,2024-11-16 12:24:22
7.87726,2,1553,196610,11,f8,13,0a,a5,eb,01,73,71,08,08,7d,03,39,5d,04,88,04,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9482,2024-11-16 12:24:22
7.87809,2,259,196610,10,ea,0c,80,07,1f,0e,fd,0c,66,0f,bb,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9483,2024-11-16 12:24:22
7.88002,2,1554,196610,11,c1,e2,10,f6,30,08,d4,91,0d,ff,ff,7f,23,d4,06,67,14,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9484,2024-11-16 12:24:22
7.88015,2,1555,196610,11,00,00,80,3e,fd,04,ac,00,23,ab,5a,06,88,ba,05,b0,0d,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9485,2024-11-16 12:24:22
7.88209,2,259,196610,10,ed,0c,80,07,1f,0e,fc,0c,67,0f,bb,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9486,2024-11-16 12:24:22
7.88342,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9487,2024-11-16 12:24:22
7.88442,1,385,2,4,27,ff,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9488,2024-11-16 12:24:22
7.88609,2,259,196610,10,eb,0c,80,07,20,0e,fb,0c,66,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9489,2024-11-16 12:24:22
7.88622,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9490,2024-11-16 12:24:22
7.88638,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9491,2024-11-16 12:24:22
7.88639,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9492,2024-11-16 12:24:22
7.88650,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9493,2024-11-16 12:24:22
7.88654,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9494,2024-11-16 12:24:22
7.88669,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9495,2024-11-16 12:24:22
7.88783,2,81,458754,14,00,00,00,00,ae,47,e1,7a,14,ae,03,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,9496,2024-11-16 12:24:22
7.88819,2,82,458754,15,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,9497,2024-11-16 12:24:22
7.88832,2,1552,196610,11,6a,02,00,39,d2,00,e5,29,04,ba,95,05,a9,22,05,0a,07,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9498,2024-11-16 12:24:22
7.88845,2,1553,196610,11,3e,11,0a,c5,e8,01,65,71,08,11,7b,03,87,60,04,b1,02,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9499,2024-11-16 12:24:22
7.89009,2,259,196610,10,eb,0c,7f,07,1f,0e,fb,0c,66,0f,b9,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500,2024-11-16 12:24:22
7.89103,2,1554,196610,11,f5,e0,10,4a,35,08,4f,8f,0d,ff,ff,7f,50,cc,06,49,11,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9501,2024-11-16 12:24:22
7.89117,2,1555,196610,11,00,00,80,22,00,05,a0,00,23,54,5d,06,08,b8,05,f3,ff,ff,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9502,2024-11-16 12:24:22
7.89345,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9503,2024-11-16 12:24:22
7.89409,2,259,196610,10,ec,0c,81,07,20,0e,fa,0c,66,0f,ba,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9504,2024-11-16 12:24:22
7.89444,1,385,2,4,27,fd,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9505,2024-11-16 12:24:22
7.89609,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9506,2024-11-16 12:24:22
7.89737,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9507,2024-11-16 12:24:22
7.89738,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9508,2024-11-16 12:24:22
7.89749,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9509,2024-11-16 12:24:22
7.89753,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9510,2024-11-16 12:24:22
7.89769,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9511,2024-11-16 12:24:22
7.89809,2,259,196610,10,eb,0c,80,07,1f,0e,fa,0c,66,0f,bb,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9512,2024-11-16 12:24:22
7.89913,2,1552,196610,11,44,03,00,fc,d3,00,e3,25,04,06,94,05,dc,20,05,22,04,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9513,2024-11-16 12:24:22
7.89927,2,1553,196610,11,a5,11,0a,a8,eb,01,a1,6d,08,0e,7d,03,85,58,04,9b,04,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9514,2024-11-16 12:24:22
7.90205,2,1554,196610,11,e2,e3,10,b1,36,08,00,8c,0d,ff,ff,7f,db,d3,06,89,0e,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515,2024-11-16 12:24:22
7.90217,2,259,196610,10,ea,0c,7f,07,1f,0e,fa,0c,67,0f,ba,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9516,2024-11-16 12:24:22
7.90339,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9517,2024-11-16 12:24:22
7.90439,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9518,2024-11-16 12:24:22
7.90610,2,259,196610,10,ec,0c,81,07,1f,0e,fc,0c,66,0f,bc,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9519,2024-11-16 12:24:22
7.90622,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9520,2024-11-16 12:24:22
7.90786,2,81,458754,14,00,00,00,00,d7,a3,70,3d,0a,d7,03,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,9521,2024-11-16 12:24:22
7.90822,2,82,458754,15,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,9522,2024-11-16 12:24:22
7.90837,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9523,2024-11-16 12:24:22
7.90838,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9524,2024-11-16 12:24:22
7.90849,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9525,2024-11-16 12:24:22
7.90853,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9526,2024-11-16 12:24:22
7.90868,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9527,2024-11-16 12:24:22
7.91009,2,259,196610,10,ea,0c,7f,07,20,0e,fa,0c,67,0f,b9,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9528,2024-11-16 12:24:22
7.91023,2,1552,196610,11,f9,04,00,3b,d3,00,52,29,04,50,99,05,31,24,05,a2,05,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9529,2024-11-16 12:24:22
7.91036,2,1553,196610,11,28,13,0a,6a,ea,01,83,6a,08,c2,7c,03,30,57,04,5d,07,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9530,2024-11-16 12:24:22
7.91306,2,1554,196610,11,4b,e6,10,97,33,08,18,90,0d,ff,ff,7f,b1,d3,06,02,13,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9531,2024-11-16 12:24:22
7.91320,2,1555,196610,11,00,00,80,a6,fe,04,91,ff,22,89,58,06,b0,b4,05,f8,03,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9532,2024-11-16 12:24:22
7.91342,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9533,2024-11-16 12:24:22
7.91409,2,259,196610,10,eb,0c,81,07,1f,0e,fc,0c,68,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9534,2024-11-16 12:24:22
7.91441,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9535,2024-11-16 12:24:22
7.91609,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9536,2024-11-16 12:24:22
7.91809,2,259,196610,10,eb,0c,80,07,20,0e,fc,0c,66,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9537,2024-11-16 12:24:22
7.91937,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9538,2024-11-16 12:24:22
7.91938,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9539,2024-11-16 12:24:22
7.91949,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9540,2024-11-16 12:24:22
7.91953,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9541,2024-11-16 12:24:22
7.91968,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9542,2024-11-16 12:24:22
7.92113,2,1552,196610,11,35,07,00,0e,d3,00,14,2b,04,91,92,05,aa,24,05,cf,04,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9543,2024-11-16 12:24:22
7.92127,2,1553,196610,11,a2,12,0a,ee,eb,01,da,6e,08,2d,7e,03,59,62,04,f9,01,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9544,2024-11-16 12:24:22
7.92209,2,259,196610,10,ec,0c,80,07,20,0e,fb,0c,68,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9545,2024-11-16 12:24:22
7.92335,1,1312,2,8,03,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9546,2024-11-16 12:24:22
7.92353,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9547,2024-11-16 12:24:22
7.92408,2,1554,196610,11,ed,e3,10,c6,36,08,42,8f,0d,ff,ff,7f,97,d3,06,0f,0e,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9548,2024-11-16 12:24:22
7.92421,2,1555,196610,11,00,00,80,9e,02,05,17,03,23,a2,56,06,88,ba,05,94,0b,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9549,2024-11-16 12:24:22
7.92435,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9550,2024-11-16 12:24:22
7.92609,2,259,196610,10,eb,0c,81,07,20,0e,fc,0c,67,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9551,2024-11-16 12:24:22
7.92622,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9552,2024-11-16 12:24:22
7.92832,2,81,458754,14,00,00,00,00,00,00,00,00,00,00,04,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,9553,2024-11-16 12:24:22
7.92867,2,82,458754,15,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,9554,2024-11-16 12:24:22
7.93009,2,259,196610,10,eb,0c,80,07,20,0e,fb,0c,65,0f,ba,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9555,2024-11-16 12:24:22
7.93036,2,6,196610,10,00,00,00,00,00,00,00,00,5b,7c,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9556,2024-11-16 12:24:22
7.93038,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9557,2024-11-16 12:24:22
7.93048,2,100,196610,10,02,00,00,00,00,00,00,00,5b,7c,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9558,2024-11-16 12:24:22
7.93052,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9559,2024-11-16 12:24:22
7.93068,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9560,2024-11-16 12:24:22
